target_id	length	eff_length	est_counts	tpm
lcl|NC_005966.1_cds_WP_004930936.1_29	873	711.119	50	14.4224
lcl|NC_005966.1_cds_WP_004930933.1_30	801	639.119	33	10.5911
lcl|NC_005966.1_cds_WP_004930931.1_31	801	639.119	28	8.98638
lcl|NC_005966.1_cds_WP_004930930.1_32	1191	1029.12	38	7.57402
lcl|NC_005966.1_cds_WP_004930927.1_33	1008	846.119	20	4.8485
lcl|NC_005966.1_cds_WP_026057001.1_34	975	813.119	48	12.1086
lcl|NC_005966.1_cds_WP_004930920.1_35	1356	1194.12	316	54.281
lcl|NC_005966.1_cds_WP_004930917.1_36	303	149.072	74	101.822
lcl|NC_005966.1_cds_WP_004930916.1_37	387	227.051	303	273.733
lcl|NC_005966.1_cds_WP_004930912.1_38	747	585.119	764	267.829
lcl|NC_005966.1_cds_WP_171056892.1_39	711	549.119	159	59.3935
lcl|NC_005966.1_cds_WP_004930907.1_40	717	555.119	473	174.777
lcl|NC_005966.1_cds_WP_004930904.1_41	621	459.119	1118	499.488
lcl|NC_005966.1_cds_WP_004930900.1_42	639	477.119	265	113.927
lcl|NC_005966.1_cds_WP_004930896.1_43	636	474.119	376	162.671
lcl|NC_005966.1_cds_WP_004930891.1_44	1023	861.119	156	37.1595
lcl|NC_005966.1_cds_WP_171056893.1_45	1146	984.119	472	98.3791
lcl|NC_005966.1_cds_WP_004930887.1_46	717	555.119	384	141.891
lcl|NC_005966.1_cds_WP_004930883.1_47	444	282.831	237	171.882
lcl|NC_005966.1_cds_WP_004930880.1_48	549	387.168	666	352.844
lcl|NC_005966.1_cds_WP_004930875.1_49	633	471.119	681	296.5
lcl|NC_005966.1_cds_WP_004930874.1_50	447	285.807	317	227.507
lcl|NC_005966.1_cds_51	884	722.119	52	14.7708
lcl|NC_005966.1_cds_WP_004930868.1_52	183	56.1725	33	120.503
lcl|NC_005966.1_cds_WP_004930863.1_53	846	684.119	163	48.8725
lcl|NC_005966.1_cds_WP_004930861.1_54	591	429.119	169	80.7825
lcl|NC_005966.1_cds_WP_004930858.1_55	1548	1386.12	617	91.3047
lcl|NC_005966.1_cds_WP_026057002.1_56	696	534.119	180	69.1263
lcl|NC_005966.1_cds_WP_004930852.1_57	708	546.119	308	115.684
lcl|NC_005966.1_cds_WP_026057003.1_58	2205	2043.12	888	89.1513
lcl|NC_005966.1_cds_WP_004930846.1_59	429	268.096	100	76.51
lcl|NC_005966.1_cds_WP_004930843.1_60	1104	942.119	907	197.474
lcl|NC_005966.1_cds_WP_004930841.1_61	1164	1002.12	504	103.162
lcl|NC_005966.1_cds_WP_004930839.1_62	873	711.119	192	55.3819
lcl|NC_005966.1_cds_WP_004930836.1_63	930	768.119	160	42.7268
lcl|NC_005966.1_cds_WP_004930832.1_64	1251	1089.12	141	26.5554
lcl|NC_005966.1_cds_WP_026057004.1_65	1068	906.119	513	116.129
lcl|NC_005966.1_cds_WP_011181960.1_66	909	747.119	671	184.222
lcl|NC_005966.1_cds_WP_004930823.1_67	900	738.119	590	163.959
lcl|NC_005966.1_cds_WP_004930821.1_68	564	402.119	437	222.913
lcl|NC_005966.1_cds_WP_004930819.1_69	1080	918.119	274	61.2153
lcl|NC_005966.1_cds_WP_004930816.1_70	948	786.119	514	134.117
lcl|NC_005966.1_cds_WP_011181961.1_71	966	804.119	92	23.468
lcl|NC_005966.1_cds_WP_004930811.1_72	1020	858.119	191	45.6556
lcl|NC_005966.1_cds_WP_004930808.1_73	798	636.119	225	72.5526
lcl|NC_005966.1_cds_WP_004930806.1_74	1419	1257.12	1002	163.493
lcl|NC_005966.1_cds_WP_004930805.1_75	1281	1119.12	731	133.983
lcl|NC_005966.1_cds_WP_011181963.1_76	1032	870.119	680	160.302
lcl|NC_005966.1_cds_WP_004930799.1_77	1296	1134.12	195	35.2683
lcl|NC_005966.1_cds_WP_004930796.1_78	1101	939.119	146	31.889
lcl|NC_005966.1_cds_WP_004930792.1_79	1092	930.119	127	28.0075
lcl|NC_005966.1_cds_WP_004930788.1_80	1149	987.119	282	58.5987
lcl|NC_005966.1_cds_WP_004930785.1_81	615	453.119	114	51.6061
lcl|NC_005966.1_cds_WP_004930781.1_82	687	525.119	184	71.8735
lcl|NC_005966.1_cds_WP_004930778.1_83	1176	1014.12	188	38.0257
lcl|NC_005966.1_cds_WP_011181965.1_84	1890	1728.12	225	26.7065
lcl|NC_005966.1_cds_WP_004930767.1_85	1365	1203.12	823	140.314
lcl|NC_005966.1_cds_WP_004930764.1_86	876	714.119	602	172.916
lcl|NC_005966.1_cds_WP_004930762.1_87	1272	1110.12	1019	188.284
lcl|NC_005966.1_cds_WP_004930760.1_88	1674	1512.12	1601	217.177
lcl|NC_005966.1_cds_WP_004930756.1_89	1020	858.119	833	199.116
lcl|NC_005966.1_cds_WP_004930753.1_90	1650	1488.12	326	44.9354
lcl|NC_005966.1_cds_WP_004930750.1_91	1374	1212.12	707	119.642
lcl|NC_005966.1_cds_WP_004930747.1_92	900	738.119	132	36.6823
lcl|NC_005966.1_cds_WP_171056884.1_93	1662	1500.12	163	22.288
lcl|NC_005966.1_cds_WP_004930741.1_94	753	591.119	129	44.7634
lcl|NC_005966.1_cds_WP_004930738.1_95	1155	993.119	265	54.7335
lcl|NC_005966.1_cds_WP_004930735.1_96	1710	1548.12	264	34.9791
lcl|NC_005966.1_cds_WP_004930731.1_97	1458	1296.12	1818	287.712
lcl|NC_005966.1_cds_WP_004930728.1_98	264	115.654	123	218.15
lcl|NC_005966.1_cds_WP_004930725.1_99	1215	1053.12	1593	310.275
lcl|NC_005966.1_cds_100	157	41.0426	15	74.966
lcl|NC_005966.1_cds_WP_004930722.1_101	471	309.573	50	33.1295
lcl|NC_005966.1_cds_WP_004930721.1_102	1260	1098.12	1234	230.502
lcl|NC_005966.1_cds_WP_004930719.1_103	1098	936.119	601	131.69
lcl|NC_005966.1_cds_WP_004930717.1_104	360	201.179	266	271.211
lcl|NC_005966.1_cds_WP_004930716.1_105	1425	1263.12	2718	441.381
lcl|NC_005966.1_cds_WP_004930714.1_106	522	360.261	335	190.737
lcl|NC_005966.1_cds_WP_004930713.1_107	753	591.119	133	46.1514
lcl|NC_005966.1_cds_WP_227499413.1_108	2613	2451.12	137	11.4648
lcl|NC_005966.1_cds_WP_004930708.1_109	1425	1263.12	227	36.863
lcl|NC_005966.1_cds_WP_004930702.1_110	738	576.119	48	17.0898
lcl|NC_005966.1_cds_WP_004930699.1_111	1038	876.119	64	14.9839
lcl|NC_005966.1_cds_WP_004930688.1_112	885	723.119	101	28.6497
lcl|NC_005966.1_cds_WP_004930686.1_113	1548	1386.12	126	18.6457
lcl|NC_005966.1_cds_WP_004930683.1_114	1365	1203.12	88	15.0032
lcl|NC_005966.1_cds_WP_004930680.1_115	1335	1173.12	88	15.3868
lcl|NC_005966.1_cds_WP_004930673.1_116	912	750.119	48	13.1256
lcl|NC_005966.1_cds_WP_004930669.1_117	1581	1419.12	231	33.3889
lcl|NC_005966.1_cds_WP_004930666.1_118	714	552.119	196	72.8169
lcl|NC_005966.1_cds_WP_004930662.1_119	957	795.119	83	21.4119
lcl|NC_005966.1_cds_WP_004930660.1_120	1044	882.119	243	56.5051
lcl|NC_005966.1_cds_WP_004930656.1_121	1326	1164.12	132	23.2587
lcl|NC_005966.1_cds_WP_004930653.1_122	1431	1269.12	41	6.62659
lcl|NC_005966.1_cds_WP_004930649.1_123	720	558.119	103	37.8546
lcl|NC_005966.1_cds_WP_004930646.1_124	1290	1128.12	91	16.5461
lcl|NC_005966.1_cds_WP_004930643.1_125	309	154.384	86	114.263
lcl|NC_005966.1_cds_WP_004930638.1_126	393	232.839	124	109.238
lcl|NC_005966.1_cds_WP_004930635.1_127	840	678.119	776	234.728
lcl|NC_005966.1_cds_WP_004930632.1_128	390	229.955	234	208.728
lcl|NC_005966.1_cds_WP_004930629.1_129	591	429.119	257	122.847
lcl|NC_005966.1_cds_WP_004930626.1_130	648	486.119	217	91.5642
lcl|NC_005966.1_cds_WP_004930625.1_131	423	262.185	84	65.7174
lcl|NC_005966.1_cds_WP_004930623.1_132	369	209.781	270	264.001
lcl|NC_005966.1_cds_WP_004930622.1_133	1569	1407.12	1541	224.636
lcl|NC_005966.1_cds_WP_004930619.1_134	2481	2319.12	1313	116.132
lcl|NC_005966.1_cds_WP_004930614.1_135	528	366.231	108	60.4891
lcl|NC_005966.1_cds_WP_004930610.1_136	318	162.419	26	32.8356
lcl|NC_005966.1_cds_WP_227499425.1_137	243	98.8202	47	97.5574
lcl|NC_005966.1_cds_WP_004930608.1_138	948	786.119	484	126.289
lcl|NC_005966.1_cds_WP_004930607.1_139	399	238.701	96	82.4944
lcl|NC_005966.1_cds_WP_004930600.1_140	642	480.119	138	58.9575
lcl|NC_005966.1_cds_WP_004930598.1_141	867	705.119	258	75.0526
lcl|NC_005966.1_cds_WP_004930595.1_142	918	756.119	138	37.4367
lcl|NC_005966.1_cds_WP_004930588.1_143	1248	1086.12	138	26.0621
lcl|NC_005966.1_cds_WP_004930585.1_144	603	441.119	253	117.645
lcl|NC_005966.1_cds_WP_004930584.1_145	1791	1629.12	698	87.8843
lcl|NC_005966.1_cds_WP_011181983.1_146	591	429.119	145	69.3105
lcl|NC_005966.1_cds_WP_004930582.1_147	1701	1539.12	1195	159.259
lcl|NC_005966.1_cds_WP_004930581.1_148	3321	3159.12	1269	82.3956
lcl|NC_005966.1_cds_WP_004930578.1_149	2184	2022.12	2014	204.297
lcl|NC_005966.1_cds_WP_004930577.1_150	726	564.119	827	300.707
lcl|NC_005966.1_cds_WP_004930573.1_151	921	759.119	438	118.351
lcl|NC_005966.1_cds_WP_011181986.1_152	627	465.119	169	74.53
lcl|NC_005966.1_cds_WP_004930565.1_153	816	654.119	146	45.783
lcl|NC_005966.1_cds_WP_004930564.1_154	789	627.119	123	40.2313
lcl|NC_005966.1_cds_WP_004930563.1_155	489	327.402	133	83.3257
lcl|NC_005966.1_cds_WP_004930561.1_156	843	681.119	888	267.423
lcl|NC_005966.1_cds_WP_004930556.1_157	399	238.701	1416	1216.79
lcl|NC_005966.1_cds_WP_004930554.1_158	876	714.119	1822	523.343
lcl|NC_005966.1_cds_WP_000424060.1_159	246	101.171	384	778.546
lcl|NC_005966.1_cds_WP_004930551.1_160	471	309.573	145	96.0756
lcl|NC_005966.1_cds_WP_004930544.1_161	537	375.2	206	112.619
lcl|NC_005966.1_cds_WP_004930540.1_162	1545	1383.12	575	85.274
lcl|NC_005966.1_cds_WP_004930538.1_163	870	708.119	213	61.6995
lcl|NC_005966.1_cds_WP_004930535.1_164	1395	1233.12	393	65.3726
lcl|NC_005966.1_cds_WP_004930533.1_165	420	259.196	217	171.728
lcl|NC_005966.1_cds_WP_004930531.1_166	480	318.442	349	224.804
lcl|NC_005966.1_cds_WP_004930529.1_167	309	154.384	225	298.943
lcl|NC_005966.1_cds_WP_004930522.1_168	885	723.119	239	67.7948
lcl|NC_005966.1_cds_WP_004930518.1_169	588	426.119	82	39.4722
lcl|NC_005966.1_cds_WP_004930515.1_170	546	384.184	293	156.436
lcl|NC_005966.1_cds_WP_227499414.1_171	756	594.119	78	26.9296
lcl|NC_005966.1_cds_WP_004930508.1_172	1215	1053.12	337	65.6388
lcl|NC_005966.1_cds_WP_004930505.1_173	675	513.119	357	142.711
lcl|NC_005966.1_cds_WP_004930502.1_174	912	750.119	255	69.7298
lcl|NC_005966.1_cds_WP_004930498.1_175	1182	1020.12	79	15.8849
lcl|NC_005966.1_cds_WP_004930495.1_176	651	489.119	47	19.7102
lcl|NC_005966.1_cds_WP_004930491.1_177	891	729.119	71	19.9742
lcl|NC_005966.1_cds_WP_004930489.1_178	621	459.119	42	18.7643
lcl|NC_005966.1_cds_WP_004930485.1_179	948	786.119	321	83.7578
lcl|NC_005966.1_cds_WP_004930483.1_180	1284	1122.12	65	11.8818
lcl|NC_005966.1_cds_WP_004930480.1_181	495	333.319	11	6.76925
lcl|NC_005966.1_cds_WP_011181993.1_182	1560	1398.12	98	14.3777
lcl|NC_005966.1_cds_WP_004930471.1_183	1107	945.119	93	20.1839
lcl|NC_005966.1_cds_WP_004930467.1_184	918	756.119	109	29.5696
lcl|NC_005966.1_cds_WP_004930465.1_185	573	411.119	179	89.3088
lcl|NC_005966.1_cds_WP_004930462.1_186	1152	990.119	215	44.541
lcl|NC_005966.1_cds_WP_004930460.1_187	1158	996.119	817	168.236
lcl|NC_005966.1_cds_WP_004930458.1_188	525	363.246	497	280.649
lcl|NC_005966.1_cds_WP_004930457.1_189	432	271.085	98	74.1532
lcl|NC_005966.1_cds_WP_004930454.1_190	1989	1827.12	77	8.64435
lcl|NC_005966.1_cds_WP_004930451.1_191	291	138.586	59	87.3255
lcl|NC_005966.1_cds_WP_004930449.1_192	1206	1044.12	101	19.8417
lcl|NC_005966.1_cds_WP_004930445.1_193	594	432.119	63	29.9051
lcl|NC_005966.1_cds_WP_004920801.1_194	645	483.119	90	38.2118
lcl|NC_005966.1_cds_WP_004920798.1_195	2394	2232.12	825	75.8132
lcl|NC_005966.1_cds_WP_004920795.1_196	519	357.276	1123	644.74
lcl|NC_005966.1_cds_WP_004920793.1_197	354	195.572	214	224.448
lcl|NC_005966.1_cds_WP_004920792.1_198	1338	1176.12	489	85.2837
lcl|NC_005966.1_cds_WP_004920790.1_199	1056	894.119	101	23.1705
lcl|NC_005966.1_cds_WP_026056903.1_200	762	600.119	113	38.6233
lcl|NC_005966.1_cds_WP_004920786.1_201	1392	1230.12	204	34.0167
lcl|NC_005966.1_cds_WP_004920783.1_202	618	456.119	627	281.967
lcl|NC_005966.1_cds_WP_004920782.1_203	1596	1434.12	2150	307.512
lcl|NC_005966.1_cds_WP_011182002.1_204	477	315.482	81	52.6647
lcl|NC_005966.1_cds_WP_004920778.1_205	645	483.119	196	83.2167
lcl|NC_005966.1_cds_WP_004920776.1_206	1320	1158.12	625	110.697
lcl|NC_005966.1_cds_WP_004920774.1_207	2217	2055.12	1189	118.673
lcl|NC_005966.1_cds_WP_004920772.1_208	1680	1518.12	3487	471.145
lcl|NC_005966.1_cds_WP_004920770.1_209	381	221.239	48	44.5029
lcl|NC_005966.1_cds_WP_004920768.1_210	399	238.701	300	257.795
lcl|NC_005966.1_cds_WP_004920767.1_211	528	366.231	379	212.272
lcl|NC_005966.1_cds_WP_004920766.1_212	1302	1140.12	769	138.352
lcl|NC_005966.1_cds_WP_004920764.1_213	825	663.119	296	91.5606
lcl|NC_005966.1_cds_WP_004920762.1_214	1488	1326.12	627	96.9825
lcl|NC_005966.1_cds_WP_026056902.1_215	228	87.4848	116	271.978
lcl|NC_005966.1_cds_WP_004281042.1_216	339	181.46	1522	1720.45
lcl|NC_005966.1_cds_WP_004920758.1_217	1401	1239.12	2767	458.041
lcl|NC_005966.1_cds_WP_004920757.1_218	480	318.442	291	187.444
lcl|NC_005966.1_cds_WP_011182005.1_219	1089	927.119	451	99.7814
lcl|NC_005966.1_cds_WP_004920754.1_220	1296	1134.12	388	70.1749
lcl|NC_005966.1_cds_WP_004920751.1_221	660	498.119	404	166.363
lcl|NC_005966.1_cds_WP_004920749.1_222	219	80.9008	22	55.78
lcl|NC_005966.1_cds_WP_004920746.1_223	633	471.119	216	94.0441
lcl|NC_005966.1_cds_WP_004920744.1_224	408	247.417	77	63.8366
lcl|NC_005966.1_cds_WP_004920741.1_225	1449	1287.12	942	150.121
lcl|NC_005966.1_cds_WP_004920738.1_226	1101	939.119	1057	230.868
lcl|NC_005966.1_cds_WP_004920734.1_227	1071	909.119	852	192.233
lcl|NC_005966.1_cds_WP_004920731.1_228	1548	1386.12	1103	163.224
lcl|NC_005966.1_cds_WP_004920728.1_229	1182	1020.12	296	59.5181
lcl|NC_005966.1_cds_WP_004920725.1_230	1416	1254.12	204	33.3657
lcl|NC_005966.1_cds_WP_004920722.1_231	1578	1416.12	291	42.1504
lcl|NC_005966.1_cds_WP_004920720.1_232	636	474.119	908	392.832
lcl|NC_005966.1_cds_WP_004920717.1_233	1059	897.119	3451	789.048
lcl|NC_005966.1_cds_WP_004920712.1_234	1140	978.119	718	150.571
lcl|NC_005966.1_cds_WP_004920709.1_235	1302	1140.12	3032	545.491
lcl|NC_005966.1_cds_WP_004920707.1_236	813	651.119	484	152.473
lcl|NC_005966.1_cds_WP_004920706.1_237	918	756.119	161	43.6761
lcl|NC_005966.1_cds_WP_004920704.1_238	264	115.654	426	755.543
lcl|NC_005966.1_cds_WP_004920702.1_239	1854	1692.12	2718	329.478
lcl|NC_005966.1_cds_WP_004920700.1_240	252	105.842	144	279.069
lcl|NC_005966.1_cds_WP_004920697.1_241	1347	1185.12	1109	191.946
lcl|NC_005966.1_cds_WP_004920693.1_242	1197	1035.12	770	152.584
lcl|NC_005966.1_cds_WP_004920691.1_243	879	717.119	189	54.0604
lcl|NC_005966.1_cds_WP_004920689.1_244	531	369.231	1158	643.308
lcl|NC_005966.1_cds_WP_026056900.1_245	813	651.119	117	36.8582
lcl|NC_005966.1_cds_WP_004920680.1_246	621	459.119	308	137.605
lcl|NC_005966.1_cds_WP_004920677.1_247	1896	1734.12	105	12.4199
lcl|NC_005966.1_cds_WP_004920672.1_248	1368	1206.12	406	69.0469
lcl|NC_005966.1_cds_WP_004920667.1_249	726	564.119	204	74.1768
lcl|NC_005966.1_cds_WP_004920664.1_250	273	123.211	49	81.5749
lcl|NC_005966.1_cds_WP_011182010.1_251	1434	1272.12	436	70.3019
lcl|NC_005966.1_cds_WP_004920658.1_252	1152	990.119	381	78.9307
lcl|NC_005966.1_cds_WP_004920654.1_253	741	579.119	436	154.428
lcl|NC_005966.1_cds_WP_004920652.1_254	921	759.119	744	201.035
lcl|NC_005966.1_cds_WP_004920650.1_255	771	609.119	188	63.3088
lcl|NC_005966.1_cds_WP_227499415.1_256	765	603.119	132	44.8931
lcl|NC_005966.1_cds_WP_004920644.1_257	1194	1032.12	236	46.9019
lcl|NC_005966.1_cds_WP_004920640.1_258	441	279.901	55	40.3057
lcl|NC_005966.1_cds_WP_004920639.1_259	327	170.409	1272	1531.1
lcl|NC_005966.1_cds_WP_004920637.1_260	744	582.119	672	236.791
lcl|NC_005966.1_cds_WP_004920634.1_261	846	684.119	514	154.113
lcl|NC_005966.1_cds_WP_004920631.1_262	2319	2157.12	775	73.6947
lcl|NC_005966.1_cds_WP_004920630.1_263	654	492.119	366	152.553
lcl|NC_005966.1_cds_WP_004920627.1_264	666	504.119	275	111.894
lcl|NC_005966.1_cds_WP_011182014.1_265	1494	1332.12	632	97.3156
lcl|NC_005966.1_cds_WP_004922118.1_266	1191	1029.12	2719.15	541.97
lcl|NC_005966.1_cds_WP_004920616.1_267	441	279.901	901	660.28
lcl|NC_005966.1_cds_WP_011182015.1_268	534	372.215	1366	752.774
lcl|NC_005966.1_cds_WP_004637639.1_269	429	268.096	449	343.53
lcl|NC_005966.1_cds_WP_011182016.1_270	696	534.119	955	366.753
lcl|NC_005966.1_cds_WP_026056992.1_271	507	345.306	270	160.387
lcl|NC_005966.1_cds_WP_011182018.1_272	366	206.956	122	120.918
lcl|NC_005966.1_cds_WP_011182019.1_273	4089	3927.12	4217	220.261
lcl|NC_005966.1_cds_WP_026056991.1_274	4194	4032.12	1164	59.2145
lcl|NC_005966.1_cds_WP_004920598.1_275	357	198.389	2425	2507.27
lcl|NC_005966.1_cds_WP_004920596.1_276	486	324.415	393	248.485
lcl|NC_005966.1_cds_WP_004920594.1_277	876	714.119	433	124.373
lcl|NC_005966.1_cds_WP_004920591.1_278	1422	1260.12	256	41.6713
lcl|NC_005966.1_cds_WP_004920588.1_279	627	465.119	396	174.638
lcl|NC_005966.1_cds_WP_004920584.1_280	351	192.736	78	83.0118
lcl|NC_005966.1_cds_WP_004920581.1_281	1923	1761.12	1722	200.564
lcl|NC_005966.1_cds_WP_004920577.1_282	846	684.119	27	8.09544
lcl|NC_005966.1_cds_WP_004920575.1_283	711	549.119	128	47.8137
lcl|NC_005966.1_cds_WP_004920571.1_284	1299	1137.12	319	57.5431
lcl|NC_005966.1_cds_WP_099046170.1_285	1161	999.119	28.6	5.87161
lcl|NC_005966.1_cds_WP_041839112.1_286	891	729.119	297	83.5539
lcl|NC_005966.1_cds_WP_004920565.1_287	1185	1023.12	449	90.0179
lcl|NC_005966.1_cds_WP_004920562.1_288	231	89.694	243	555.714
lcl|NC_005966.1_cds_WP_004920558.1_289	228	87.4848	11	25.791
lcl|NC_005966.1_cds_WP_004920556.1_290	708	546.119	637	239.255
lcl|NC_005966.1_cds_WP_004920551.1_291	759	597.119	299	102.711
lcl|NC_005966.1_cds_WP_004920545.1_292	495	333.319	138	84.9233
lcl|NC_005966.1_cds_WP_004920543.1_293	1173	1011.12	2016	408.975
lcl|NC_005966.1_cds_WP_004920538.1_294	2154	1992.12	3031	312.089
lcl|NC_005966.1_cds_WP_026056989.1_295	984	822.119	1219	304.143
lcl|NC_005966.1_cds_WP_004920532.1_296	915	753.119	571	155.518
lcl|NC_005966.1_cds_WP_004920529.1_297	558	396.135	148	76.6349
lcl|NC_005966.1_cds_WP_004920527.1_298	1800	1638.12	158	19.7843
lcl|NC_005966.1_cds_WP_004920524.1_299	792	630.119	133	43.295
lcl|NC_005966.1_cds_WP_004920522.1_300	588	426.119	381	183.401
lcl|NC_005966.1_cds_WP_004920520.1_301	861	699.119	143	41.9559
lcl|NC_005966.1_cds_WP_004920517.1_302	609	447.119	97	44.4997
lcl|NC_005966.1_cds_WP_004920515.1_303	783	621.119	232	76.6164
lcl|NC_005966.1_cds_WP_004920513.1_304	2100	1938.12	399	42.228
lcl|NC_005966.1_cds_WP_004920510.1_305	210	74.4323	31	85.4297
lcl|NC_005966.1_cds_WP_004920508.1_306	1017	855.119	193	46.2956
lcl|NC_005966.1_cds_WP_004920504.1_307	444	282.831	87	63.0958
lcl|NC_005966.1_cds_WP_004920502.1_308	555	393.152	580	302.605
lcl|NC_005966.1_cds_WP_004920499.1_309	1662	1500.12	523	71.5129
lcl|NC_005966.1_cds_WP_004920495.1_310	1308	1146.12	729	130.469
lcl|NC_005966.1_cds_WP_004920494.1_311	327	170.409	517	622.308
lcl|NC_005966.1_cds_WP_004920490.1_312	747	585.119	137	48.0269
lcl|NC_005966.1_cds_WP_004920488.1_313	918	756.119	126	34.1813
lcl|NC_005966.1_cds_WP_004920482.1_314	588	426.119	284	136.709
lcl|NC_005966.1_cds_WP_004920478.1_315	861	699.119	376	110.318
lcl|NC_005966.1_cds_WP_004920476.1_316	1227	1065.12	477	91.8605
lcl|NC_005966.1_cds_WP_004920473.1_317	1713	1551.12	675	89.2621
lcl|NC_005966.1_cds_WP_004920470.1_318	798	636.119	765	246.679
lcl|NC_005966.1_cds_WP_004920467.1_319	330	173.154	110	130.308
lcl|NC_005966.1_cds_WP_004920465.1_320	525	363.246	573	323.566
lcl|NC_005966.1_cds_WP_004920463.1_321	1485	1323.12	1333	206.652
lcl|NC_005966.1_cds_WP_004920460.1_322	2700	2538.12	1571	126.962
lcl|NC_005966.1_cds_WP_004920457.1_323	402	241.601	195	165.556
lcl|NC_005966.1_cds_WP_004920455.1_324	417	256.228	58	46.4312
lcl|NC_005966.1_cds_WP_004920452.1_325	276	125.668	4	6.52897
lcl|NC_005966.1_cds_WP_004920448.1_326	528	366.231	89	49.8475
lcl|NC_005966.1_cds_WP_004920446.1_327	1809	1647.12	359	44.7073
lcl|NC_005966.1_cds_WP_004920442.1_328	369	209.781	54	52.8002
lcl|NC_005966.1_cds_WP_004920441.1_329	2850	2688.12	1104	84.2421
lcl|NC_005966.1_cds_WP_004920437.1_330	1368	1206.12	505	85.8835
lcl|NC_005966.1_cds_WP_004920436.1_331	1503	1341.12	191	29.2129
lcl|NC_005966.1_cds_WP_004920433.1_332	774	612.119	754	252.664
lcl|NC_005966.1_cds_WP_004920429.1_333	1272	1110.12	141	26.053
lcl|NC_005966.1_cds_WP_004920426.1_334	1620	1458.12	366	51.4869
lcl|NC_005966.1_cds_WP_004920425.1_335	666	504.119	153	62.254
lcl|NC_005966.1_cds_WP_004920423.1_336	945	783.119	984	257.736
lcl|NC_005966.1_cds_WP_004920421.1_337	714	552.119	82	30.4642
lcl|NC_005966.1_cds_WP_004920420.1_338	582	420.119	2121	1035.56
lcl|NC_005966.1_cds_WP_004920417.1_339	708	546.119	798	299.726
lcl|NC_005966.1_cds_WP_004920414.1_340	2553	2391.12	879	75.4043
lcl|NC_005966.1_cds_WP_004920412.1_341	1050	888.119	202	46.654
lcl|NC_005966.1_cds_WP_004920409.1_342	1425	1263.12	480	77.9481
lcl|NC_005966.1_cds_WP_004920407.1_343	1320	1158.12	840	148.777
lcl|NC_005966.1_cds_WP_004920405.1_344	504	342.306	506	303.211
lcl|NC_005966.1_cds_WP_004920403.1_345	3666	3504.12	517	30.2636
lcl|NC_005966.1_cds_WP_004920400.1_346	3705	3543.12	247	14.2995
lcl|NC_005966.1_cds_WP_004920398.1_347	1779	1617.12	187	23.7196
lcl|NC_005966.1_cds_WP_004920394.1_348	1299	1137.12	142	25.6148
lcl|NC_005966.1_cds_WP_004920392.1_349	270	120.691	1541	2619.01
lcl|NC_005966.1_cds_WP_171056895.1_350	2088	1926.12	1565	166.663
lcl|NC_005966.1_cds_WP_026056988.1_351	1224	1062.12	525	101.39
lcl|NC_005966.1_cds_WP_004920383.1_352	381	221.239	75	69.5358
lcl|NC_005966.1_cds_WP_004920380.1_353	324	167.763	330	403.485
lcl|NC_005966.1_cds_WP_004920377.1_354	942	780.119	1084	285.021
