target_id	length	eff_length	est_counts	tpm
lcl|NC_005966.1_cds_WP_004930904.1_41	621	446.342	337	346.693
lcl|NC_005966.1_cds_WP_004930900.1_42	639	464.342	68	67.2441
lcl|NC_005966.1_cds_WP_004930896.1_43	636	461.342	240	238.875
lcl|NC_005966.1_cds_WP_004930891.1_44	1023	848.307	502	271.728
lcl|NC_005966.1_cds_WP_171056893.1_45	1146	971.307	319	150.806
lcl|NC_005966.1_cds_WP_004930887.1_46	717	542.307	328	277.723
lcl|NC_005966.1_cds_WP_004930883.1_47	444	270.485	64	108.648
lcl|NC_005966.1_cds_WP_004930880.1_48	549	374.519	110	134.866
lcl|NC_005966.1_cds_WP_004930875.1_49	633	458.342	124	124.227
lcl|NC_005966.1_cds_WP_004930874.1_50	447	273.404	38	63.8209
lcl|NC_005966.1_cds_51	884	709.307	8	5.17893
lcl|NC_005966.1_cds_WP_004930868.1_52	183	45.4631	8	80.8005
lcl|NC_005966.1_cds_WP_004930863.1_53	846	671.307	81	55.4048
lcl|NC_005966.1_cds_WP_004930861.1_54	591	416.342	158	174.257
lcl|NC_005966.1_cds_WP_004930858.1_55	1548	1373.31	380	127.057
lcl|NC_005966.1_cds_WP_026057002.1_56	696	521.307	142	125.077
lcl|NC_005966.1_cds_WP_004930852.1_57	708	533.307	120	103.321
lcl|NC_005966.1_cds_WP_026057003.1_58	2205	2030.31	721	163.064
lcl|NC_005966.1_cds_WP_004930846.1_59	429	255.7	59	105.951
lcl|NC_005966.1_cds_WP_004930843.1_60	1104	929.307	473	233.715
lcl|NC_005966.1_cds_WP_004930841.1_61	1164	989.307	229	106.289
lcl|NC_005966.1_cds_WP_004930839.1_62	873	698.307	63	41.4265
lcl|NC_005966.1_cds_WP_004930836.1_63	930	755.307	74	44.9875
lcl|NC_005966.1_cds_WP_004930832.1_64	1251	1076.31	139	59.3011
lcl|NC_005966.1_cds_WP_026057004.1_65	1068	893.307	654	336.171
lcl|NC_005966.1_cds_WP_011181960.1_66	909	734.307	748	467.744
lcl|NC_005966.1_cds_WP_004930823.1_67	900	725.307	855	541.288
lcl|NC_005966.1_cds_WP_004930821.1_68	564	389.49	412	485.718
lcl|NC_005966.1_cds_WP_004930819.1_69	1080	905.307	122	61.8796
lcl|NC_005966.1_cds_WP_004930816.1_70	948	773.307	359	213.17
lcl|NC_005966.1_cds_WP_011181961.1_71	966	791.307	91	52.8056
lcl|NC_005966.1_cds_WP_004930811.1_72	1020	845.307	208	112.988
lcl|NC_005966.1_cds_WP_004930808.1_73	798	623.307	241	177.541
lcl|NC_005966.1_cds_WP_004930806.1_74	1419	1244.31	274	101.113
lcl|NC_005966.1_cds_WP_004930805.1_75	1281	1106.31	455	188.851
lcl|NC_005966.1_cds_WP_011181963.1_76	1032	857.307	517	276.91
lcl|NC_005966.1_cds_WP_004930799.1_77	1296	1121.31	361	147.831
lcl|NC_005966.1_cds_WP_004930796.1_78	1101	926.307	180	89.2281
lcl|NC_005966.1_cds_WP_004930792.1_79	1092	917.307	127	63.573
lcl|NC_005966.1_cds_WP_004930788.1_80	1149	974.307	275	129.605
lcl|NC_005966.1_cds_WP_004930785.1_81	615	440.342	125	130.348
lcl|NC_005966.1_cds_WP_004930781.1_82	687	512.307	134	120.104
lcl|NC_005966.1_cds_WP_004930778.1_83	1176	1001.31	207	94.9264
lcl|NC_005966.1_cds_WP_011181965.1_84	1890	1715.31	285	76.2934
lcl|NC_005966.1_cds_WP_004930767.1_85	1365	1190.31	547	211.014
lcl|NC_005966.1_cds_WP_004930764.1_86	876	701.307	468	306.423
lcl|NC_005966.1_cds_WP_004930762.1_87	1272	1097.31	624	261.12
lcl|NC_005966.1_cds_WP_004930760.1_88	1674	1499.31	1336	409.166
lcl|NC_005966.1_cds_WP_004930756.1_89	1020	845.307	663	360.15
lcl|NC_005966.1_cds_WP_004930753.1_90	1650	1475.31	232	72.2087
lcl|NC_005966.1_cds_WP_004930750.1_91	1374	1199.31	388	148.554
lcl|NC_005966.1_cds_WP_004930747.1_92	900	725.307	63	39.8844
lcl|NC_005966.1_cds_WP_171056884.1_93	1662	1487.31	451	139.239
lcl|NC_005966.1_cds_WP_004930741.1_94	753	578.307	139	110.367
lcl|NC_005966.1_cds_WP_004930738.1_95	1155	980.307	312	146.142
lcl|NC_005966.1_cds_WP_004930735.1_96	1710	1535.31	505	151.036
lcl|NC_005966.1_cds_WP_004930731.1_97	1458	1283.31	759	271.578
lcl|NC_005966.1_cds_WP_004930728.1_98	264	103.443	16	71.0236
lcl|NC_005966.1_cds_WP_004930725.1_99	1215	1040.31	317	139.921
lcl|NC_005966.1_cds_100	157	31.5505	1	14.5538
lcl|NC_005966.1_cds_WP_004930722.1_101	471	297.09	23	35.5487
lcl|NC_005966.1_cds_WP_004930721.1_102	1260	1085.31	6851	2898.58
lcl|NC_005966.1_cds_WP_004930719.1_103	1098	923.307	1706	848.431
lcl|NC_005966.1_cds_WP_004930717.1_104	360	189.007	277	672.954
lcl|NC_005966.1_cds_WP_004930716.1_105	1425	1250.31	2974	1092.21
lcl|NC_005966.1_cds_WP_004930714.1_106	522	347.762	1195	1577.86
lcl|NC_005966.1_cds_WP_004930713.1_107	753	578.307	257	204.06
lcl|NC_005966.1_cds_WP_227499413.1_108	2613	2438.31	457	86.062
lcl|NC_005966.1_cds_WP_004930708.1_109	1425	1250.31	359	131.844
lcl|NC_005966.1_cds_WP_004930702.1_110	738	563.307	43	35.0516
lcl|NC_005966.1_cds_WP_004930699.1_111	1038	863.307	51	27.1262
lcl|NC_005966.1_cds_WP_004930688.1_112	885	710.307	50	32.3227
lcl|NC_005966.1_cds_WP_004930686.1_113	1548	1373.31	47	15.715
lcl|NC_005966.1_cds_WP_004930683.1_114	1365	1190.31	14	5.40074
lcl|NC_005966.1_cds_WP_004930680.1_115	1335	1160.31	10	3.95741
lcl|NC_005966.1_cds_WP_004930673.1_116	912	737.307	3	1.86834
lcl|NC_005966.1_cds_WP_004930669.1_117	1581	1406.31	35	11.428
lcl|NC_005966.1_cds_WP_004930666.1_118	714	539.307	84	71.5199
lcl|NC_005966.1_cds_WP_004930662.1_119	957	782.307	25	14.6739
lcl|NC_005966.1_cds_WP_004930660.1_120	1044	869.307	75	39.6161
lcl|NC_005966.1_cds_WP_004930656.1_121	1326	1151.31	56	22.3347
lcl|NC_005966.1_cds_WP_004930653.1_122	1431	1256.31	18	6.57901
lcl|NC_005966.1_cds_WP_004930649.1_123	720	545.307	23	19.3674
lcl|NC_005966.1_cds_WP_004930646.1_124	1290	1115.31	37	15.2332
lcl|NC_005966.1_cds_WP_004930643.1_125	309	142.272	39	125.872
lcl|NC_005966.1_cds_WP_004930638.1_126	393	220.73	41	85.2914
lcl|NC_005966.1_cds_WP_004930635.1_127	840	665.307	350	241.563
lcl|NC_005966.1_cds_WP_004930632.1_128	390	217.78	69	145.484
lcl|NC_005966.1_cds_WP_004930629.1_129	591	416.342	100	110.289
lcl|NC_005966.1_cds_WP_004930626.1_130	648	473.342	101	97.9782
lcl|NC_005966.1_cds_WP_004930625.1_131	423	249.927	27	49.6061
lcl|NC_005966.1_cds_WP_004930623.1_132	369	197.571	50	116.207
lcl|NC_005966.1_cds_WP_004930622.1_133	1569	1394.31	1203	396.179
lcl|NC_005966.1_cds_WP_004930619.1_134	2481	2306.31	182	36.2358
lcl|NC_005966.1_cds_WP_004930614.1_135	528	353.736	33	42.8369
lcl|NC_005966.1_cds_WP_004930610.1_136	318	150.35	10	30.5408
lcl|NC_005966.1_cds_WP_227499425.1_137	243	86.7537	8	42.3434
lcl|NC_005966.1_cds_WP_004930608.1_138	948	773.307	149	88.4745
lcl|NC_005966.1_cds_WP_004930607.1_139	399	226.513	14	28.3804
lcl|NC_005966.1_cds_WP_004930600.1_140	642	467.342	36	35.3713
lcl|NC_005966.1_cds_WP_004930598.1_141	867	692.307	102	67.6527
lcl|NC_005966.1_cds_WP_004930595.1_142	918	743.307	68	42.0073
lcl|NC_005966.1_cds_WP_004930588.1_143	1248	1073.31	71	30.3751
lcl|NC_005966.1_cds_WP_004930585.1_144	603	428.342	141	151.151
lcl|NC_005966.1_cds_WP_004930584.1_145	1791	1616.31	522	148.296
lcl|NC_005966.1_cds_WP_011181983.1_146	591	416.342	109	120.215
lcl|NC_005966.1_cds_WP_004930582.1_147	1701	1526.31	2369	712.7
lcl|NC_005966.1_cds_WP_004930581.1_148	3321	3146.31	1436	209.574
lcl|NC_005966.1_cds_WP_004930578.1_149	2184	2009.31	1749	399.694
lcl|NC_005966.1_cds_WP_004930577.1_150	726	551.307	338	281.519
lcl|NC_005966.1_cds_WP_004930573.1_151	921	746.307	170	104.596
lcl|NC_005966.1_cds_WP_011181986.1_152	627	452.342	66	66.9978
lcl|NC_005966.1_cds_WP_004930565.1_153	816	641.307	109	78.0449
lcl|NC_005966.1_cds_WP_004930564.1_154	789	614.307	87	65.0306
lcl|NC_005966.1_cds_WP_004930563.1_155	489	314.931	50	72.9018
lcl|NC_005966.1_cds_WP_004930561.1_156	843	668.307	357	245.288
lcl|NC_005966.1_cds_WP_004930556.1_157	399	226.513	773	1567
lcl|NC_005966.1_cds_WP_004930554.1_158	876	701.307	3002	1965.56
lcl|NC_005966.1_cds_WP_000424060.1_159	246	89.0899	622	3205.87
lcl|NC_005966.1_cds_WP_004930551.1_160	471	297.09	392	605.874
lcl|NC_005966.1_cds_WP_004930544.1_161	537	362.683	646	817.878
lcl|NC_005966.1_cds_WP_004930540.1_162	1545	1370.31	2586	866.552
lcl|NC_005966.1_cds_WP_004930538.1_163	870	695.307	2046	1351.18
lcl|NC_005966.1_cds_WP_004930535.1_164	1395	1220.31	2753	1035.91
lcl|NC_005966.1_cds_WP_004930533.1_165	420	246.964	1750	3253.78
lcl|NC_005966.1_cds_WP_004930531.1_166	480	306	198	297.117
lcl|NC_005966.1_cds_WP_004930529.1_167	309	142.272	33	106.507
lcl|NC_005966.1_cds_WP_004930522.1_168	885	710.307	95	61.4132
lcl|NC_005966.1_cds_WP_004930518.1_169	588	413.342	17	18.8852
lcl|NC_005966.1_cds_WP_004930515.1_170	546	371.574	82	101.333
lcl|NC_005966.1_cds_WP_227499414.1_171	756	581.307	26	20.5377
lcl|NC_005966.1_cds_WP_004930508.1_172	1215	1040.31	67	29.5731
lcl|NC_005966.1_cds_WP_004930505.1_173	675	500.307	84	77.0951
lcl|NC_005966.1_cds_WP_004930502.1_174	912	737.307	77	47.9542
lcl|NC_005966.1_cds_WP_004930498.1_175	1182	1007.31	29	13.2197
lcl|NC_005966.1_cds_WP_004930495.1_176	651	476.342	14	13.4956
lcl|NC_005966.1_cds_WP_004930491.1_177	891	716.307	28	17.9491
lcl|NC_005966.1_cds_WP_004930489.1_178	621	446.342	11	11.3164
lcl|NC_005966.1_cds_WP_004930485.1_179	948	773.307	109	64.723
lcl|NC_005966.1_cds_WP_004930483.1_180	1284	1109.31	36	14.9017
lcl|NC_005966.1_cds_WP_004930480.1_181	495	320.86	6	8.58657
lcl|NC_005966.1_cds_WP_011181993.1_182	1560	1385.31	45	14.9159
lcl|NC_005966.1_cds_WP_004930471.1_183	1107	932.307	34	16.7457
lcl|NC_005966.1_cds_WP_004930467.1_184	918	743.307	35	21.6214
lcl|NC_005966.1_cds_WP_004930465.1_185	573	398.402	173	199.392
lcl|NC_005966.1_cds_WP_004930462.1_186	1152	977.307	193	90.6797
lcl|NC_005966.1_cds_WP_004930460.1_187	1158	983.307	241	112.541
lcl|NC_005966.1_cds_WP_004930458.1_188	525	350.736	204	267.075
lcl|NC_005966.1_cds_WP_004930457.1_189	432	258.681	55	97.6298
lcl|NC_005966.1_cds_WP_004930454.1_190	1989	1814.31	52	13.1606
lcl|NC_005966.1_cds_WP_004930451.1_191	291	126.384	8	29.0657
lcl|NC_005966.1_cds_WP_004930449.1_192	1206	1031.31	33	14.693
lcl|NC_005966.1_cds_WP_004930445.1_193	594	419.342	12	13.14
lcl|NC_005966.1_cds_WP_004920801.1_194	645	470.342	21	20.5017
lcl|NC_005966.1_cds_WP_004920798.1_195	2394	2219.31	558	115.452
lcl|NC_005966.1_cds_WP_004920795.1_196	519	344.762	57	75.917
lcl|NC_005966.1_cds_WP_004920793.1_197	354	183.33	38	95.1773
lcl|NC_005966.1_cds_WP_004920792.1_198	1338	1163.31	298	117.627
lcl|NC_005966.1_cds_WP_004920790.1_199	1056	881.307	89	46.371
lcl|NC_005966.1_cds_WP_026056903.1_200	762	587.307	64	50.0379
lcl|NC_005966.1_cds_WP_004920786.1_201	1392	1217.31	101	38.0983
lcl|NC_005966.1_cds_WP_004920783.1_202	618	443.342	237	245.467
lcl|NC_005966.1_cds_WP_004920782.1_203	1596	1421.31	1564	505.281
lcl|NC_005966.1_cds_WP_011182002.1_204	477	303	108	163.668
lcl|NC_005966.1_cds_WP_004920778.1_205	645	470.342	78	76.149
lcl|NC_005966.1_cds_WP_004920776.1_206	1320	1145.31	177	70.9635
lcl|NC_005966.1_cds_WP_004920774.1_207	2217	2042.31	434	97.5781
lcl|NC_005966.1_cds_WP_004920772.1_208	1680	1505.31	556	169.603
lcl|NC_005966.1_cds_WP_004920770.1_209	381	209.051	12	26.358
lcl|NC_005966.1_cds_WP_004920768.1_210	399	226.513	106	214.88
lcl|NC_005966.1_cds_WP_004920767.1_211	528	353.736	317	411.494
lcl|NC_005966.1_cds_WP_004920766.1_212	1302	1127.31	435	177.187
lcl|NC_005966.1_cds_WP_004920764.1_213	825	650.307	34	24.0074
lcl|NC_005966.1_cds_WP_004920762.1_214	1488	1313.31	374	130.764
lcl|NC_005966.1_cds_WP_026056902.1_215	228	75.3857	38	231.461
lcl|NC_005966.1_cds_WP_004281042.1_216	339	169.373	472	1279.62
lcl|NC_005966.1_cds_WP_004920758.1_217	1401	1226.31	785	293.937
lcl|NC_005966.1_cds_WP_004920757.1_218	480	306	93	139.555
lcl|NC_005966.1_cds_WP_011182005.1_219	1089	914.307	243	122.039
lcl|NC_005966.1_cds_WP_004920754.1_220	1296	1121.31	334	136.775
lcl|NC_005966.1_cds_WP_004920751.1_221	660	485.307	293	277.227
lcl|NC_005966.1_cds_WP_004920749.1_222	219	68.7797	18	120.17
lcl|NC_005966.1_cds_WP_004920746.1_223	633	458.342	72	72.1317
lcl|NC_005966.1_cds_WP_004920744.1_224	408	235.323	19	37.0743
lcl|NC_005966.1_cds_WP_004920741.1_225	1449	1274.31	327	117.83
lcl|NC_005966.1_cds_WP_004920738.1_226	1101	926.307	427	211.669
lcl|NC_005966.1_cds_WP_004920734.1_227	1071	896.307	501	256.664
lcl|NC_005966.1_cds_WP_004920731.1_228	1548	1373.31	472	157.819
lcl|NC_005966.1_cds_WP_004920728.1_229	1182	1007.31	111	50.5994
lcl|NC_005966.1_cds_WP_004920725.1_230	1416	1241.31	100	36.9917
lcl|NC_005966.1_cds_WP_004920722.1_231	1578	1403.31	101	33.0486
lcl|NC_005966.1_cds_WP_004920720.1_232	636	461.342	209	208.021
lcl|NC_005966.1_cds_WP_004920717.1_233	1059	884.307	522	271.051
lcl|NC_005966.1_cds_WP_004920712.1_234	1140	965.307	535	254.491
lcl|NC_005966.1_cds_WP_004920709.1_235	1302	1127.31	1121	456.612
lcl|NC_005966.1_cds_WP_004920707.1_236	813	638.307	213	153.227
lcl|NC_005966.1_cds_WP_004920706.1_237	918	743.307	40	24.7102
lcl|NC_005966.1_cds_WP_004920704.1_238	264	103.443	46	204.193
lcl|NC_005966.1_cds_WP_004920702.1_239	1854	1679.31	406	111.015
lcl|NC_005966.1_cds_WP_004920700.1_240	252	93.7266	18	88.1848
lcl|NC_005966.1_cds_WP_004920697.1_241	1347	1172.31	430	168.427
lcl|NC_005966.1_cds_WP_004920693.1_242	1197	1022.31	306	137.443
lcl|NC_005966.1_cds_WP_004920691.1_243	879	704.307	149	97.1423
lcl|NC_005966.1_cds_WP_004920689.1_244	531	356.71	393	505.896
lcl|NC_005966.1_cds_WP_026056900.1_245	813	638.307	45	32.3718
lcl|NC_005966.1_cds_WP_004920680.1_246	621	446.342	45	46.2944
lcl|NC_005966.1_cds_WP_004920677.1_247	1896	1721.31	27	7.2026
lcl|NC_005966.1_cds_WP_004920672.1_248	1368	1193.31	85	32.7077
lcl|NC_005966.1_cds_WP_004920667.1_249	726	551.307	57	47.475
lcl|NC_005966.1_cds_WP_004920664.1_250	273	110.903	23	95.2284
lcl|NC_005966.1_cds_WP_011182010.1_251	1434	1259.31	194	70.7382
lcl|NC_005966.1_cds_WP_004920658.1_252	1152	977.307	93	43.6954
lcl|NC_005966.1_cds_WP_004920654.1_253	741	566.307	103	83.5159
lcl|NC_005966.1_cds_WP_004920652.1_254	921	746.307	299	183.966
lcl|NC_005966.1_cds_WP_004920650.1_255	771	596.307	100	77.0041
lcl|NC_005966.1_cds_WP_227499415.1_256	765	590.307	73	56.7844
lcl|NC_005966.1_cds_WP_004920644.1_257	1194	1019.31	147	66.2211
lcl|NC_005966.1_cds_WP_004920640.1_258	441	267.505	47	80.6771
lcl|NC_005966.1_cds_WP_004920639.1_259	327	158.498	357	1034.26
lcl|NC_005966.1_cds_WP_004920637.1_260	744	569.307	244	196.801
lcl|NC_005966.1_cds_WP_004920634.1_261	846	671.307	258	176.475
lcl|NC_005966.1_cds_WP_004920631.1_262	2319	2144.31	623	133.409
lcl|NC_005966.1_cds_WP_004920630.1_263	654	479.342	209	200.209
lcl|NC_005966.1_cds_WP_004920627.1_264	666	491.307	128	119.63
lcl|NC_005966.1_cds_WP_011182014.1_265	1494	1319.31	321	111.723
lcl|NC_005966.1_cds_WP_004922118.1_266	1191	1016.31	3082.05	1392.51
lcl|NC_005966.1_cds_WP_004920616.1_267	441	267.505	927	1591.23
lcl|NC_005966.1_cds_WP_011182015.1_268	534	359.683	1781	2273.67
lcl|NC_005966.1_cds_WP_004637639.1_269	429	255.7	770	1382.75
lcl|NC_005966.1_cds_WP_011182016.1_270	696	521.307	2085	1836.52
lcl|NC_005966.1_cds_WP_026056992.1_271	507	332.788	1215	1676.46
lcl|NC_005966.1_cds_WP_011182018.1_272	366	194.777	368	867.548
lcl|NC_005966.1_cds_WP_011182019.1_273	4089	3914.31	3259	382.308
lcl|NC_005966.1_cds_WP_026056991.1_274	4194	4019.31	3000	342.731
lcl|NC_005966.1_cds_WP_004920598.1_275	357	186.149	246	606.819
lcl|NC_005966.1_cds_WP_004920596.1_276	486	311.931	47	69.1867
lcl|NC_005966.1_cds_WP_004920594.1_277	876	701.307	117	76.6058
lcl|NC_005966.1_cds_WP_004920591.1_278	1422	1247.31	186	68.4736
lcl|NC_005966.1_cds_WP_004920588.1_279	627	452.342	12405	12592.5
lcl|NC_005966.1_cds_WP_004920584.1_280	351	180.605	32	81.3587
lcl|NC_005966.1_cds_WP_004920581.1_281	1923	1748.31	2765	726.208
lcl|NC_005966.1_cds_WP_004920577.1_282	846	671.307	8	5.47208
lcl|NC_005966.1_cds_WP_004920575.1_283	711	536.307	4	3.42476
lcl|NC_005966.1_cds_WP_004920571.1_284	1299	1124.31	22	8.98507
lcl|NC_005966.1_cds_WP_099046170.1_285	1161	986.307	11.2	5.21422
lcl|NC_005966.1_cds_WP_041839112.1_286	891	716.307	79	50.6421
lcl|NC_005966.1_cds_WP_004920565.1_287	1185	1010.31	65	29.5423
lcl|NC_005966.1_cds_WP_004920562.1_288	231	77.601	11	65.0892
lcl|NC_005966.1_cds_WP_004920558.1_289	228	75.3857	2	12.1822
lcl|NC_005966.1_cds_WP_004920556.1_290	708	533.307	235	202.337
lcl|NC_005966.1_cds_WP_004920551.1_291	759	584.307	25	19.6464
lcl|NC_005966.1_cds_WP_004920545.1_292	495	320.86	10	14.3109
lcl|NC_005966.1_cds_WP_004920543.1_293	1173	998.307	362	166.505
lcl|NC_005966.1_cds_WP_004920538.1_294	2154	1979.31	609	141.282
lcl|NC_005966.1_cds_WP_026056989.1_295	984	809.307	275	156.028
lcl|NC_005966.1_cds_WP_004920532.1_296	915	740.307	288	178.634
lcl|NC_005966.1_cds_WP_004920529.1_297	558	383.49	32	38.3159
lcl|NC_005966.1_cds_WP_004920527.1_298	1800	1625.31	150	42.3779
lcl|NC_005966.1_cds_WP_004920524.1_299	792	617.307	112	83.3107
lcl|NC_005966.1_cds_WP_004920522.1_300	588	413.342	139	154.415
lcl|NC_005966.1_cds_WP_004920520.1_301	861	686.307	70	46.8342
lcl|NC_005966.1_cds_WP_004920517.1_302	609	434.342	35	37.0015
lcl|NC_005966.1_cds_WP_004920515.1_303	783	608.307	72	54.3493
lcl|NC_005966.1_cds_WP_004920513.1_304	2100	1925.31	82	19.5568
lcl|NC_005966.1_cds_WP_004920510.1_305	210	62.4915	9	66.131
lcl|NC_005966.1_cds_WP_004920508.1_306	1017	842.307	59	32.1637
lcl|NC_005966.1_cds_WP_004920504.1_307	444	270.485	21	35.6501
lcl|NC_005966.1_cds_WP_004920502.1_308	555	380.49	179	216.02
lcl|NC_005966.1_cds_WP_004920499.1_309	1662	1487.31	161	49.706
lcl|NC_005966.1_cds_WP_004920495.1_310	1308	1133.31	168	68.0684
lcl|NC_005966.1_cds_WP_004920494.1_311	327	158.498	316	915.478
lcl|NC_005966.1_cds_WP_004920490.1_312	747	572.307	93	74.617
lcl|NC_005966.1_cds_WP_004920488.1_313	918	743.307	133	82.1613
lcl|NC_005966.1_cds_WP_004920482.1_314	588	413.342	211	234.399
lcl|NC_005966.1_cds_WP_004920478.1_315	861	686.307	180	120.431
lcl|NC_005966.1_cds_WP_004920476.1_316	1227	1052.31	220	95.9984
lcl|NC_005966.1_cds_WP_004920473.1_317	1713	1538.31	222	66.2665
lcl|NC_005966.1_cds_WP_004920470.1_318	798	623.307	324	238.686
lcl|NC_005966.1_cds_WP_004920467.1_319	330	161.205	63	179.451
lcl|NC_005966.1_cds_WP_004920465.1_320	525	350.736	563	737.075
lcl|NC_005966.1_cds_WP_004920463.1_321	1485	1310.31	968	339.224
lcl|NC_005966.1_cds_WP_004920460.1_322	2700	2525.31	2114	384.392
lcl|NC_005966.1_cds_WP_004920457.1_323	402	229.428	346	692.49
lcl|NC_005966.1_cds_WP_004920455.1_324	417	244.037	65	122.304
lcl|NC_005966.1_cds_WP_004920452.1_325	276	113.401	7	28.3443
lcl|NC_005966.1_cds_WP_004920448.1_326	528	353.736	41	53.2216
lcl|NC_005966.1_cds_WP_004920446.1_327	1809	1634.31	196	55.0689
lcl|NC_005966.1_cds_WP_004920442.1_328	369	197.571	28	65.0758
lcl|NC_005966.1_cds_WP_004920441.1_329	2850	2675.31	309	53.0357
lcl|NC_005966.1_cds_WP_004920437.1_330	1368	1193.31	200	76.9594
lcl|NC_005966.1_cds_WP_004920436.1_331	1503	1328.31	207	71.5576
lcl|NC_005966.1_cds_WP_004920433.1_332	774	599.307	358	274.295
lcl|NC_005966.1_cds_WP_004920429.1_333	1272	1097.31	76	31.8031
lcl|NC_005966.1_cds_WP_004920426.1_334	1620	1445.31	254	80.697
lcl|NC_005966.1_cds_WP_004920425.1_335	666	491.307	69	64.4882
lcl|NC_005966.1_cds_WP_004920423.1_336	945	770.307	410	244.402
lcl|NC_005966.1_cds_WP_004920421.1_337	714	539.307	22	18.7314
lcl|NC_005966.1_cds_WP_004920420.1_338	582	407.342	930	1048.35
lcl|NC_005966.1_cds_WP_004920417.1_339	708	533.307	360	309.963
lcl|NC_005966.1_cds_WP_004920414.1_340	2553	2378.31	646	124.724
lcl|NC_005966.1_cds_WP_004920412.1_341	1050	875.307	164	86.0334
lcl|NC_005966.1_cds_WP_004920409.1_342	1425	1250.31	149	54.7209
lcl|NC_005966.1_cds_WP_004920407.1_343	1320	1145.31	52	20.848
lcl|NC_005966.1_cds_WP_004920405.1_344	504	329.788	122	169.867
lcl|NC_005966.1_cds_WP_004920403.1_345	3666	3491.31	202	26.5673
lcl|NC_005966.1_cds_WP_004920400.1_346	3705	3530.31	212	27.5745
lcl|NC_005966.1_cds_WP_004920398.1_347	1779	1604.31	128	36.6359
lcl|NC_005966.1_cds_WP_004920394.1_348	1299	1124.31	22	8.98507
lcl|NC_005966.1_cds_WP_004920392.1_349	270	108.281	1076	4562.92
lcl|NC_005966.1_cds_WP_171056895.1_350	2088	1913.31	1381	331.431
lcl|NC_005966.1_cds_WP_026056988.1_351	1224	1049.31	95	41.5724
lcl|NC_005966.1_cds_WP_004920383.1_352	381	209.051	19	41.7335
lcl|NC_005966.1_cds_WP_004920380.1_353	324	155.798	106	312.412
lcl|NC_005966.1_cds_WP_004920377.1_354	942	767.307	397	237.577
lcl|NC_005966.1_cds_WP_004920374.1_355	876	701.307	263	172.199
