target_id	length	eff_length	est_counts	tpm
lcl|NC_005966.1_cds_WP_004930891.1_44	1023	867.976	22	32.1726
lcl|NC_005966.1_cds_WP_171056893.1_45	1146	990.976	105	134.492
lcl|NC_005966.1_cds_WP_004930887.1_46	717	561.976	31	70.0189
lcl|NC_005966.1_cds_WP_004930883.1_47	444	289.383	41	179.838
lcl|NC_005966.1_cds_WP_004930880.1_48	549	394.091	68	219.02
lcl|NC_005966.1_cds_WP_004930875.1_49	633	477.976	63	167.304
lcl|NC_005966.1_cds_WP_004930874.1_50	447	292.383	19	82.4846
lcl|NC_005966.1_cds_51	884	728.976	7	12.1887
lcl|NC_005966.1_cds_WP_004930868.1_52	183	49.7747	0	0
lcl|NC_005966.1_cds_WP_004930863.1_53	846	690.976	4	7.34799
lcl|NC_005966.1_cds_WP_004930861.1_54	591	436.055	22	64.0401
lcl|NC_005966.1_cds_WP_004930858.1_55	1548	1392.98	62	56.4962
lcl|NC_005966.1_cds_WP_026057002.1_56	696	540.976	7	16.4245
lcl|NC_005966.1_cds_WP_004930852.1_57	708	552.976	19	43.6133
lcl|NC_005966.1_cds_WP_026057003.1_58	2205	2049.98	141	87.3055
lcl|NC_005966.1_cds_WP_004930846.1_59	429	274.408	7	32.3797
lcl|NC_005966.1_cds_WP_004930843.1_60	1104	948.976	142	189.935
lcl|NC_005966.1_cds_WP_004930841.1_61	1164	1008.98	38	47.8051
lcl|NC_005966.1_cds_WP_004930839.1_62	873	717.976	7	12.3754
lcl|NC_005966.1_cds_WP_004930836.1_63	930	774.976	3	4.91365
lcl|NC_005966.1_cds_WP_004930832.1_64	1251	1095.98	10	11.5816
lcl|NC_005966.1_cds_WP_026057004.1_65	1068	912.976	51	70.9058
lcl|NC_005966.1_cds_WP_011181960.1_66	909	753.976	189	318.182
lcl|NC_005966.1_cds_WP_004930823.1_67	900	744.976	68	115.861
lcl|NC_005966.1_cds_WP_004930821.1_68	564	409.055	153	474.767
lcl|NC_005966.1_cds_WP_004930819.1_69	1080	924.976	24	32.9346
lcl|NC_005966.1_cds_WP_004930816.1_70	948	792.976	49	78.4345
lcl|NC_005966.1_cds_WP_011181961.1_71	966	810.976	5	7.82588
lcl|NC_005966.1_cds_WP_004930811.1_72	1020	864.976	22	32.2842
lcl|NC_005966.1_cds_WP_004930808.1_73	798	642.976	28	55.2757
lcl|NC_005966.1_cds_WP_004930806.1_74	1419	1263.98	79	79.334
lcl|NC_005966.1_cds_WP_004930805.1_75	1281	1125.98	152	171.351
lcl|NC_005966.1_cds_WP_011181963.1_76	1032	876.976	73	105.659
lcl|NC_005966.1_cds_WP_004930799.1_77	1296	1140.98	13	14.4623
lcl|NC_005966.1_cds_WP_004930796.1_78	1101	945.976	28	37.5707
lcl|NC_005966.1_cds_WP_004930792.1_79	1092	936.976	16	21.6752
lcl|NC_005966.1_cds_WP_004930788.1_80	1149	993.976	45	57.4656
lcl|NC_005966.1_cds_WP_004930785.1_81	615	459.976	11	30.3549
lcl|NC_005966.1_cds_WP_004930781.1_82	687	531.976	17	40.5628
lcl|NC_005966.1_cds_WP_004930778.1_83	1176	1020.98	12	14.9189
lcl|NC_005966.1_cds_WP_011181965.1_84	1890	1734.98	13	9.51089
lcl|NC_005966.1_cds_WP_004930767.1_85	1365	1209.98	30	31.4714
lcl|NC_005966.1_cds_WP_004930764.1_86	876	720.976	23	40.4928
lcl|NC_005966.1_cds_WP_004930762.1_87	1272	1116.98	181	205.687
lcl|NC_005966.1_cds_WP_004930760.1_88	1674	1518.98	240	200.554
lcl|NC_005966.1_cds_WP_004930756.1_89	1020	864.976	166	243.599
lcl|NC_005966.1_cds_WP_004930753.1_90	1650	1494.98	13	11.0377
lcl|NC_005966.1_cds_WP_004930750.1_91	1374	1218.98	39	40.6107
lcl|NC_005966.1_cds_WP_004930747.1_92	900	744.976	23	39.1883
lcl|NC_005966.1_cds_WP_171056884.1_93	1662	1506.98	28	23.5843
lcl|NC_005966.1_cds_WP_004930741.1_94	753	597.976	42	89.1532
lcl|NC_005966.1_cds_WP_004930738.1_95	1155	999.976	19	24.1177
lcl|NC_005966.1_cds_WP_004930735.1_96	1710	1554.98	37	30.2029
lcl|NC_005966.1_cds_WP_004930731.1_97	1458	1302.98	119	115.926
lcl|NC_005966.1_cds_WP_004930728.1_98	264	114.578	20	221.564
lcl|NC_005966.1_cds_WP_004930725.1_99	1215	1059.98	55	65.8624
lcl|NC_005966.1_cds_100	157	34.2549	0	0
lcl|NC_005966.1_cds_WP_004930722.1_101	471	316.246	30	120.411
lcl|NC_005966.1_cds_WP_004930721.1_102	1260	1104.98	4410	5065.9
lcl|NC_005966.1_cds_WP_004930719.1_103	1098	942.976	268	360.749
lcl|NC_005966.1_cds_WP_004930717.1_104	360	206.224	33	203.117
lcl|NC_005966.1_cds_WP_004930716.1_105	1425	1269.98	323	322.833
lcl|NC_005966.1_cds_WP_004930714.1_106	522	367.125	41	141.756
lcl|NC_005966.1_cds_WP_004930713.1_107	753	597.976	6	12.7362
lcl|NC_005966.1_cds_WP_227499413.1_108	2613	2457.98	7	3.61486
lcl|NC_005966.1_cds_WP_004930708.1_109	1425	1269.98	69	68.9644
lcl|NC_005966.1_cds_WP_004930702.1_110	738	582.976	6	13.0639
lcl|NC_005966.1_cds_WP_004930699.1_111	1038	882.976	11	15.813
lcl|NC_005966.1_cds_WP_004930688.1_112	885	729.976	8	13.9108
lcl|NC_005966.1_cds_WP_004930686.1_113	1548	1392.98	19	17.3134
lcl|NC_005966.1_cds_WP_004930683.1_114	1365	1209.98	12	12.5885
lcl|NC_005966.1_cds_WP_004930680.1_115	1335	1179.98	12	12.9086
lcl|NC_005966.1_cds_WP_004930673.1_116	912	756.976	5	8.38415
lcl|NC_005966.1_cds_WP_004930669.1_117	1581	1425.98	20	17.8028
lcl|NC_005966.1_cds_WP_004930666.1_118	714	558.976	16	36.3327
lcl|NC_005966.1_cds_WP_004930662.1_119	957	801.976	16	25.3239
lcl|NC_005966.1_cds_WP_004930660.1_120	1044	888.976	37	52.8303
lcl|NC_005966.1_cds_WP_004930656.1_121	1326	1170.98	37	40.1074
lcl|NC_005966.1_cds_WP_004930653.1_122	1431	1275.98	6	5.9687
lcl|NC_005966.1_cds_WP_004930649.1_123	720	564.976	27	60.6604
lcl|NC_005966.1_cds_WP_004930646.1_124	1290	1134.98	12	13.4204
lcl|NC_005966.1_cds_WP_004930643.1_125	309	156.798	10	80.9525
lcl|NC_005966.1_cds_WP_004930638.1_126	393	238.771	6	31.8964
lcl|NC_005966.1_cds_WP_004930635.1_127	840	684.976	131	242.754
lcl|NC_005966.1_cds_WP_004930632.1_128	390	235.792	23	123.814
lcl|NC_005966.1_cds_WP_004930629.1_129	591	436.055	10	29.1091
lcl|NC_005966.1_cds_WP_004930626.1_130	648	492.976	8	20.5985
lcl|NC_005966.1_cds_WP_004930625.1_131	423	268.408	11	52.0198
lcl|NC_005966.1_cds_WP_004930623.1_132	369	215.055	45	265.604
lcl|NC_005966.1_cds_WP_004930622.1_133	1569	1413.98	34	30.5217
lcl|NC_005966.1_cds_WP_004930619.1_134	2481	2325.98	102	55.6629
lcl|NC_005966.1_cds_WP_004930614.1_135	528	373.125	2	6.80372
lcl|NC_005966.1_cds_WP_004930610.1_136	318	165.303	1	7.67876
lcl|NC_005966.1_cds_WP_227499425.1_137	243	96.0118	6	79.3228
lcl|NC_005966.1_cds_WP_004930608.1_138	948	792.976	100	160.07
lcl|NC_005966.1_cds_WP_004930607.1_139	399	244.706	12	62.2454
lcl|NC_005966.1_cds_WP_004930600.1_140	642	486.976	21	54.7373
lcl|NC_005966.1_cds_WP_004930598.1_141	867	711.976	62	110.534
lcl|NC_005966.1_cds_WP_004930595.1_142	918	762.976	22	36.6002
lcl|NC_005966.1_cds_WP_004930588.1_143	1248	1092.98	15	17.4201
lcl|NC_005966.1_cds_WP_004930585.1_144	603	448.016	26	73.6632
lcl|NC_005966.1_cds_WP_004930584.1_145	1791	1635.98	33	25.604
lcl|NC_005966.1_cds_WP_011181983.1_146	591	436.055	48	139.724
lcl|NC_005966.1_cds_WP_004930582.1_147	1701	1545.98	764	627.28
lcl|NC_005966.1_cds_WP_004930581.1_148	3321	3165.98	250	100.231
lcl|NC_005966.1_cds_WP_004930578.1_149	2184	2028.98	318	198.94
lcl|NC_005966.1_cds_WP_004930577.1_150	726	570.976	98	217.861
lcl|NC_005966.1_cds_WP_004930573.1_151	921	765.976	25	41.4282
lcl|NC_005966.1_cds_WP_011181986.1_152	627	471.976	13	34.9619
lcl|NC_005966.1_cds_WP_004930565.1_153	816	660.976	12	23.0445
lcl|NC_005966.1_cds_WP_004930564.1_154	789	633.976	9	18.0194
lcl|NC_005966.1_cds_WP_004930563.1_155	489	334.188	26	98.7538
lcl|NC_005966.1_cds_WP_004930561.1_156	843	687.976	59	108.855
lcl|NC_005966.1_cds_WP_004930556.1_157	399	244.706	12	62.2454
lcl|NC_005966.1_cds_WP_004930554.1_158	876	720.976	31	54.5773
lcl|NC_005966.1_cds_WP_000424060.1_159	246	98.6726	2	25.7279
lcl|NC_005966.1_cds_WP_004930551.1_160	471	316.246	3	12.0411
lcl|NC_005966.1_cds_WP_004930544.1_161	537	382.091	4	13.2881
lcl|NC_005966.1_cds_WP_004930540.1_162	1545	1389.98	34	31.0487
lcl|NC_005966.1_cds_WP_004930538.1_163	870	714.976	25	44.3833
lcl|NC_005966.1_cds_WP_004930535.1_164	1395	1239.98	69	70.6329
lcl|NC_005966.1_cds_WP_004930533.1_165	420	265.479	58	277.312
lcl|NC_005966.1_cds_WP_004930531.1_166	480	325.217	68	265.403
lcl|NC_005966.1_cds_WP_004930529.1_167	309	156.798	93	752.859
lcl|NC_005966.1_cds_WP_004930522.1_168	885	729.976	80	139.108
lcl|NC_005966.1_cds_WP_004930518.1_169	588	433.055	16	46.8973
lcl|NC_005966.1_cds_WP_004930515.1_170	546	391.091	14	45.4382
lcl|NC_005966.1_cds_WP_227499414.1_171	756	600.976	4	8.4484
lcl|NC_005966.1_cds_WP_004930508.1_172	1215	1059.98	15	17.9625
lcl|NC_005966.1_cds_WP_004930505.1_173	675	519.976	152	371.049
lcl|NC_005966.1_cds_WP_004930502.1_174	912	756.976	34	57.0122
lcl|NC_005966.1_cds_WP_004930498.1_175	1182	1026.98	9	11.1238
lcl|NC_005966.1_cds_WP_004930495.1_176	651	495.976	9	23.0331
lcl|NC_005966.1_cds_WP_004930491.1_177	891	735.976	7	12.0727
lcl|NC_005966.1_cds_WP_004930489.1_178	621	465.976	4	10.896
lcl|NC_005966.1_cds_WP_004930485.1_179	948	792.976	43	68.8303
lcl|NC_005966.1_cds_WP_004930483.1_180	1284	1128.98	10	11.2431
lcl|NC_005966.1_cds_WP_004930480.1_181	495	340.158	1	3.73156
lcl|NC_005966.1_cds_WP_011181993.1_182	1560	1404.98	12	10.8414
lcl|NC_005966.1_cds_WP_004930471.1_183	1107	951.976	16	21.3337
lcl|NC_005966.1_cds_WP_004930467.1_184	918	762.976	22	36.6002
lcl|NC_005966.1_cds_WP_004930465.1_185	573	418.055	9	27.3262
lcl|NC_005966.1_cds_WP_004930462.1_186	1152	996.976	13	16.5512
lcl|NC_005966.1_cds_WP_004930460.1_187	1158	1002.98	85	107.572
lcl|NC_005966.1_cds_WP_004930458.1_188	525	370.125	221	757.905
lcl|NC_005966.1_cds_WP_004930457.1_189	432	277.408	10	45.7565
lcl|NC_005966.1_cds_WP_004930454.1_190	1989	1833.98	14	9.68959
lcl|NC_005966.1_cds_WP_004930451.1_191	291	139.412	9	81.9431
lcl|NC_005966.1_cds_WP_004930449.1_192	1206	1050.98	10	12.0775
lcl|NC_005966.1_cds_WP_004930445.1_193	594	439.016	13	37.5866
lcl|NC_005966.1_cds_WP_004920801.1_194	645	489.976	6	15.5435
lcl|NC_005966.1_cds_WP_004920798.1_195	2394	2238.98	59	33.4483
lcl|NC_005966.1_cds_WP_004920795.1_196	519	364.158	345	1202.54
lcl|NC_005966.1_cds_WP_004920793.1_197	354	200.388	17	107.683
lcl|NC_005966.1_cds_WP_004920792.1_198	1338	1182.98	34	36.4816
lcl|NC_005966.1_cds_WP_004920790.1_199	1056	900.976	8	11.2706
lcl|NC_005966.1_cds_WP_026056903.1_200	762	606.976	28	58.5542
lcl|NC_005966.1_cds_WP_004920786.1_201	1392	1236.98	14	14.3661
lcl|NC_005966.1_cds_WP_004920783.1_202	618	462.976	126	345.449
lcl|NC_005966.1_cds_WP_004920782.1_203	1596	1440.98	238	209.648
lcl|NC_005966.1_cds_WP_011182002.1_204	477	322.217	7	27.5753
lcl|NC_005966.1_cds_WP_004920778.1_205	645	489.976	6	15.5435
lcl|NC_005966.1_cds_WP_004920776.1_206	1320	1164.98	27	29.4183
lcl|NC_005966.1_cds_WP_004920774.1_207	2217	2061.98	145	89.2597
lcl|NC_005966.1_cds_WP_004920772.1_208	1680	1524.98	507	422.004
lcl|NC_005966.1_cds_WP_004920770.1_209	381	226.916	7	39.1565
lcl|NC_005966.1_cds_WP_004920768.1_210	399	244.706	40	207.485
lcl|NC_005966.1_cds_WP_004920767.1_211	528	373.125	23	78.2428
lcl|NC_005966.1_cds_WP_004920766.1_212	1302	1146.98	37	40.9467
lcl|NC_005966.1_cds_WP_004920764.1_213	825	669.976	63	119.358
lcl|NC_005966.1_cds_WP_004920762.1_214	1488	1332.98	152	144.741
lcl|NC_005966.1_cds_WP_026056902.1_215	228	83.3364	15	228.469
lcl|NC_005966.1_cds_WP_004281042.1_216	339	185.612	250	1709.64
lcl|NC_005966.1_cds_WP_004920758.1_217	1401	1245.98	246	250.609
lcl|NC_005966.1_cds_WP_004920757.1_218	480	325.217	56	218.567
lcl|NC_005966.1_cds_WP_011182005.1_219	1089	933.976	54	73.3887
lcl|NC_005966.1_cds_WP_004920754.1_220	1296	1140.98	21	23.3622
lcl|NC_005966.1_cds_WP_004920751.1_221	660	504.976	35	87.9769
lcl|NC_005966.1_cds_WP_004920749.1_222	219	76.1146	1	16.6764
lcl|NC_005966.1_cds_WP_004920746.1_223	633	477.976	50	132.781
lcl|NC_005966.1_cds_WP_004920744.1_224	408	253.573	14	70.0804
lcl|NC_005966.1_cds_WP_004920741.1_225	1449	1293.98	88	86.3232
lcl|NC_005966.1_cds_WP_004920738.1_226	1101	945.976	75	100.636
lcl|NC_005966.1_cds_WP_004920734.1_227	1071	915.976	52	72.0594
lcl|NC_005966.1_cds_WP_004920731.1_228	1548	1392.98	80	72.8983
lcl|NC_005966.1_cds_WP_004920728.1_229	1182	1026.98	40	49.4391
lcl|NC_005966.1_cds_WP_004920725.1_230	1416	1260.98	32	32.2118
lcl|NC_005966.1_cds_WP_004920722.1_231	1578	1422.98	32	28.5446
lcl|NC_005966.1_cds_WP_004920720.1_232	636	480.976	113	298.213
lcl|NC_005966.1_cds_WP_004920717.1_233	1059	903.976	758	1064.35
lcl|NC_005966.1_cds_WP_004920712.1_234	1140	984.976	23	29.6397
lcl|NC_005966.1_cds_WP_004920709.1_235	1302	1146.98	225	249
lcl|NC_005966.1_cds_WP_004920707.1_236	813	657.976	11	21.2204
lcl|NC_005966.1_cds_WP_004920706.1_237	918	762.976	9	14.9728
lcl|NC_005966.1_cds_WP_004920704.1_238	264	114.578	19	210.486
lcl|NC_005966.1_cds_WP_004920702.1_239	1854	1698.98	67	50.0563
lcl|NC_005966.1_cds_WP_004920700.1_240	252	103.79	5	61.1484
lcl|NC_005966.1_cds_WP_004920697.1_241	1347	1191.98	327	348.218
lcl|NC_005966.1_cds_WP_004920693.1_242	1197	1041.98	40	48.7274
lcl|NC_005966.1_cds_WP_004920691.1_243	879	723.976	19	33.312
lcl|NC_005966.1_cds_WP_004920689.1_244	531	376.125	145	489.336
lcl|NC_005966.1_cds_WP_026056900.1_245	813	657.976	9	17.3622
lcl|NC_005966.1_cds_WP_004920680.1_246	621	465.976	54	147.096
lcl|NC_005966.1_cds_WP_004920677.1_247	1896	1740.98	8	5.83268
lcl|NC_005966.1_cds_WP_004920672.1_248	1368	1212.98	14	14.6503
lcl|NC_005966.1_cds_WP_004920667.1_249	726	570.976	44	97.8152
lcl|NC_005966.1_cds_WP_004920664.1_250	273	122.729	0	0
lcl|NC_005966.1_cds_WP_011182010.1_251	1434	1278.98	22	21.8339
lcl|NC_005966.1_cds_WP_004920658.1_252	1152	996.976	121	154.054
lcl|NC_005966.1_cds_WP_004920654.1_253	741	585.976	145	314.094
lcl|NC_005966.1_cds_WP_004920652.1_254	921	765.976	44	72.9136
lcl|NC_005966.1_cds_WP_004920650.1_255	771	615.976	6	12.364
lcl|NC_005966.1_cds_WP_227499415.1_256	765	609.976	9	18.7284
lcl|NC_005966.1_cds_WP_004920644.1_257	1194	1038.98	25	30.5426
lcl|NC_005966.1_cds_WP_004920640.1_258	441	286.383	5	22.1612
lcl|NC_005966.1_cds_WP_004920639.1_259	327	173.967	93	678.559
lcl|NC_005966.1_cds_WP_004920637.1_260	744	588.976	73	157.325
lcl|NC_005966.1_cds_WP_004920634.1_261	846	690.976	49	90.0128
lcl|NC_005966.1_cds_WP_004920631.1_262	2319	2163.98	50	29.3284
lcl|NC_005966.1_cds_WP_004920630.1_263	654	498.976	95	241.666
lcl|NC_005966.1_cds_WP_004920627.1_264	666	510.976	33	81.9756
lcl|NC_005966.1_cds_WP_011182014.1_265	1494	1338.98	34	32.2313
lcl|NC_005966.1_cds_WP_004922118.1_266	1191	1035.98	201.562	246.962
lcl|NC_005966.1_cds_WP_004920616.1_267	441	286.383	49	217.18
lcl|NC_005966.1_cds_WP_011182015.1_268	534	379.091	40	133.933
lcl|NC_005966.1_cds_WP_004637639.1_269	429	274.408	13	60.1337
lcl|NC_005966.1_cds_WP_011182016.1_270	696	540.976	60	140.781
lcl|NC_005966.1_cds_WP_026056992.1_271	507	352.158	17	61.2749
lcl|NC_005966.1_cds_WP_011182018.1_272	366	212.093	3	17.9542
lcl|NC_005966.1_cds_WP_011182019.1_273	4089	3933.98	108	34.8468
lcl|NC_005966.1_cds_WP_026056991.1_274	4194	4038.98	162	50.9114
lcl|NC_005966.1_cds_WP_004920598.1_275	357	203.315	1046	6530.29
lcl|NC_005966.1_cds_WP_004920596.1_276	486	331.217	71	272.092
lcl|NC_005966.1_cds_WP_004920594.1_277	876	720.976	32	56.3379
lcl|NC_005966.1_cds_WP_004920591.1_278	1422	1266.98	12	12.0222
lcl|NC_005966.1_cds_WP_004920588.1_279	627	471.976	392	1054.24
lcl|NC_005966.1_cds_WP_004920584.1_280	351	197.423	25	160.736
lcl|NC_005966.1_cds_WP_004920581.1_281	1923	1767.98	66	47.3848
lcl|NC_005966.1_cds_WP_004920577.1_282	846	690.976	5	9.18498
lcl|NC_005966.1_cds_WP_004920575.1_283	711	555.976	4	9.1322
lcl|NC_005966.1_cds_WP_004920571.1_284	1299	1143.98	36	39.9445
lcl|NC_005966.1_cds_WP_099046170.1_285	1161	1005.98	3.6	4.54241
lcl|NC_005966.1_cds_WP_041839112.1_286	891	735.976	62	106.93
lcl|NC_005966.1_cds_WP_004920565.1_287	1185	1029.98	75	92.4284
lcl|NC_005966.1_cds_WP_004920562.1_288	231	85.9692	52	767.771
lcl|NC_005966.1_cds_WP_004920558.1_289	228	83.3364	1	15.2313
lcl|NC_005966.1_cds_WP_004920556.1_290	708	552.976	166	381.042
lcl|NC_005966.1_cds_WP_004920551.1_291	759	603.976	67	140.808
lcl|NC_005966.1_cds_WP_004920545.1_292	495	340.158	26	97.0206
lcl|NC_005966.1_cds_WP_004920543.1_293	1173	1017.98	493	614.725
lcl|NC_005966.1_cds_WP_004920538.1_294	2154	1998.98	672	426.71
lcl|NC_005966.1_cds_WP_026056989.1_295	984	828.976	132	202.117
lcl|NC_005966.1_cds_WP_004920532.1_296	915	759.976	49	81.8404
lcl|NC_005966.1_cds_WP_004920529.1_297	558	403.055	33	103.925
lcl|NC_005966.1_cds_WP_004920527.1_298	1800	1644.98	78	60.1875
lcl|NC_005966.1_cds_WP_004920524.1_299	792	636.976	36	71.7382
lcl|NC_005966.1_cds_WP_004920522.1_300	588	433.055	35	102.588
lcl|NC_005966.1_cds_WP_004920520.1_301	861	705.976	16	28.7674
lcl|NC_005966.1_cds_WP_004920517.1_302	609	454.016	6	16.7745
lcl|NC_005966.1_cds_WP_004920515.1_303	783	627.976	20	40.4258
lcl|NC_005966.1_cds_WP_004920513.1_304	2100	1944.98	32	20.8837
lcl|NC_005966.1_cds_WP_004920510.1_305	210	68.9656	1	18.4051
lcl|NC_005966.1_cds_WP_004920508.1_306	1017	861.976	14	20.616
lcl|NC_005966.1_cds_WP_004920504.1_307	444	289.383	28	122.816
lcl|NC_005966.1_cds_WP_004920502.1_308	555	400.091	320	1015.22
lcl|NC_005966.1_cds_WP_004920499.1_309	1662	1506.98	38	32.0073
lcl|NC_005966.1_cds_WP_004920495.1_310	1308	1152.98	62	68.2563
lcl|NC_005966.1_cds_WP_004920494.1_311	327	173.967	33	240.779
lcl|NC_005966.1_cds_WP_004920490.1_312	747	591.976	13	27.8747
lcl|NC_005966.1_cds_WP_004920488.1_313	918	762.976	8	13.3092
lcl|NC_005966.1_cds_WP_004920482.1_314	588	433.055	33	96.7256
lcl|NC_005966.1_cds_WP_004920478.1_315	861	705.976	18	32.3634
lcl|NC_005966.1_cds_WP_004920476.1_316	1227	1071.98	43	50.916
lcl|NC_005966.1_cds_WP_004920473.1_317	1713	1557.98	152	123.838
lcl|NC_005966.1_cds_WP_004920470.1_318	798	642.976	22	43.4309
lcl|NC_005966.1_cds_WP_004920467.1_319	330	176.888	2	14.3517
lcl|NC_005966.1_cds_WP_004920465.1_320	525	370.125	5	17.1472
lcl|NC_005966.1_cds_WP_004920463.1_321	1485	1329.98	205	195.651
lcl|NC_005966.1_cds_WP_004920460.1_322	2700	2544.98	369	184.041
lcl|NC_005966.1_cds_WP_004920457.1_323	402	247.662	72	369.015
lcl|NC_005966.1_cds_WP_004920455.1_324	417	262.526	6	29.0101
lcl|NC_005966.1_cds_WP_004920452.1_325	276	125.49	0	0
lcl|NC_005966.1_cds_WP_004920448.1_326	528	373.125	12	40.8223
lcl|NC_005966.1_cds_WP_004920446.1_327	1809	1653.98	30	23.0231
lcl|NC_005966.1_cds_WP_004920442.1_328	369	215.055	4	23.6093
lcl|NC_005966.1_cds_WP_004920441.1_329	2850	2694.98	56	26.3757
lcl|NC_005966.1_cds_WP_004920437.1_330	1368	1212.98	164	171.618
lcl|NC_005966.1_cds_WP_004920436.1_331	1503	1347.98	25	23.5412
lcl|NC_005966.1_cds_WP_004920433.1_332	774	618.976	52	106.635
lcl|NC_005966.1_cds_WP_004920429.1_333	1272	1116.98	20	22.7278
lcl|NC_005966.1_cds_WP_004920426.1_334	1620	1464.98	26	22.5276
lcl|NC_005966.1_cds_WP_004920425.1_335	666	510.976	11	27.3252
lcl|NC_005966.1_cds_WP_004920423.1_336	945	789.976	42	67.4849
lcl|NC_005966.1_cds_WP_004920421.1_337	714	558.976	10	22.708
lcl|NC_005966.1_cds_WP_004920420.1_338	582	427.055	1358	4036.33
lcl|NC_005966.1_cds_WP_004920417.1_339	708	552.976	314	720.767
lcl|NC_005966.1_cds_WP_004920414.1_340	2553	2397.98	169	89.4567
lcl|NC_005966.1_cds_WP_004920412.1_341	1050	894.976	43	60.9857
lcl|NC_005966.1_cds_WP_004920409.1_342	1425	1269.98	76	75.9608
lcl|NC_005966.1_cds_WP_004920407.1_343	1320	1164.98	37	40.314
lcl|NC_005966.1_cds_WP_004920405.1_344	504	349.158	84	305.372
lcl|NC_005966.1_cds_WP_004920403.1_345	3666	3510.98	92	33.2607
lcl|NC_005966.1_cds_WP_004920400.1_346	3705	3549.98	40	14.3023
lcl|NC_005966.1_cds_WP_004920398.1_347	1779	1623.98	31	24.23
lcl|NC_005966.1_cds_WP_004920394.1_348	1299	1143.98	14	15.534
lcl|NC_005966.1_cds_WP_004920392.1_349	270	119.985	32	338.527
lcl|NC_005966.1_cds_WP_171056895.1_350	2088	1932.98	49	32.1766
lcl|NC_005966.1_cds_WP_026056988.1_351	1224	1068.98	56	66.4953
lcl|NC_005966.1_cds_WP_004920383.1_352	381	226.916	4	22.3752
lcl|NC_005966.1_cds_WP_004920380.1_353	324	171.106	54	400.59
lcl|NC_005966.1_cds_WP_004920377.1_354	942	786.976	322	519.357
