target_id	length	eff_length	est_counts	tpm
lcl|NC_005966.1_cds_WP_004930702.1_110	738	566.758	61	59.796
lcl|NC_005966.1_cds_WP_004930699.1_111	1038	866.758	50	32.0488
lcl|NC_005966.1_cds_WP_004930688.1_112	885	713.758	53	41.2539
lcl|NC_005966.1_cds_WP_004930686.1_113	1548	1376.76	43	17.3521
lcl|NC_005966.1_cds_WP_004930683.1_114	1365	1193.76	33	15.3581
lcl|NC_005966.1_cds_WP_004930680.1_115	1335	1163.76	20	9.54789
lcl|NC_005966.1_cds_WP_004930673.1_116	912	740.758	10	7.50004
lcl|NC_005966.1_cds_WP_004930669.1_117	1581	1409.76	40	15.7636
lcl|NC_005966.1_cds_WP_004930666.1_118	714	542.758	45	46.0623
lcl|NC_005966.1_cds_WP_004930662.1_119	957	785.758	47	33.2314
lcl|NC_005966.1_cds_WP_004930660.1_120	1044	872.758	60	38.1942
lcl|NC_005966.1_cds_WP_004930656.1_121	1326	1154.76	83	39.9326
lcl|NC_005966.1_cds_WP_004930653.1_122	1431	1259.76	23	10.1433
lcl|NC_005966.1_cds_WP_004930649.1_123	720	548.758	25	25.3104
lcl|NC_005966.1_cds_WP_004930646.1_124	1290	1118.76	25	12.4149
lcl|NC_005966.1_cds_WP_004930643.1_125	309	142.576	32	124.694
lcl|NC_005966.1_cds_WP_004930638.1_126	393	223.072	55	136.98
lcl|NC_005966.1_cds_WP_004930635.1_127	840	668.758	353	293.255
lcl|NC_005966.1_cds_WP_004930632.1_128	390	220.12	77	194.344
lcl|NC_005966.1_cds_WP_004930629.1_129	591	419.792	80	105.876
lcl|NC_005966.1_cds_WP_004930626.1_130	648	476.758	60	69.9186
lcl|NC_005966.1_cds_WP_004930625.1_131	423	252.392	23	50.6281
lcl|NC_005966.1_cds_WP_004930623.1_132	369	199.525	42	116.948
lcl|NC_005966.1_cds_WP_004930622.1_133	1569	1397.76	982	390.319
lcl|NC_005966.1_cds_WP_004930619.1_134	2481	2309.76	106	25.4964
lcl|NC_005966.1_cds_WP_004930614.1_135	528	356.899	92	143.213
lcl|NC_005966.1_cds_WP_004930610.1_136	318	150.897	10	36.8179
lcl|NC_005966.1_cds_WP_227499425.1_137	243	85.2991	14	91.185
lcl|NC_005966.1_cds_WP_004930608.1_138	948	776.758	138	98.7037
lcl|NC_005966.1_cds_WP_004930607.1_139	399	228.86	23	55.8339
lcl|NC_005966.1_cds_WP_004930600.1_140	642	470.792	26	30.682
lcl|NC_005966.1_cds_WP_004930598.1_141	867	695.758	121	96.62
lcl|NC_005966.1_cds_WP_004930595.1_142	918	746.758	84	62.4941
lcl|NC_005966.1_cds_WP_004930588.1_143	1248	1076.76	66	34.0538
lcl|NC_005966.1_cds_WP_004930585.1_144	603	431.792	194	249.613
lcl|NC_005966.1_cds_WP_004930584.1_145	1791	1619.76	499	171.155
lcl|NC_005966.1_cds_WP_011181983.1_146	591	419.792	94	124.404
lcl|NC_005966.1_cds_WP_004930582.1_147	1701	1529.76	1237	449.249
lcl|NC_005966.1_cds_WP_004930581.1_148	3321	3149.76	1087	191.731
lcl|NC_005966.1_cds_WP_004930578.1_149	2184	2012.76	1424	393.06
lcl|NC_005966.1_cds_WP_004930577.1_150	726	554.758	280	280.41
lcl|NC_005966.1_cds_WP_004930573.1_151	921	749.758	137	101.517
lcl|NC_005966.1_cds_WP_011181986.1_152	627	455.792	63	76.7916
lcl|NC_005966.1_cds_WP_004930565.1_153	816	644.758	114	98.2309
lcl|NC_005966.1_cds_WP_004930564.1_154	789	617.758	90	80.9401
lcl|NC_005966.1_cds_WP_004930563.1_155	489	317.996	67	117.056
lcl|NC_005966.1_cds_WP_004930561.1_156	843	671.758	284	234.88
lcl|NC_005966.1_cds_WP_004930556.1_157	399	228.86	438	1063.27
lcl|NC_005966.1_cds_WP_004930554.1_158	876	704.758	2623	2067.75
lcl|NC_005966.1_cds_WP_000424060.1_159	246	87.7756	576	3645.77
lcl|NC_005966.1_cds_WP_004930551.1_160	471	300.062	495	916.503
lcl|NC_005966.1_cds_WP_004930544.1_161	537	365.847	835	1268.02
lcl|NC_005966.1_cds_WP_004930540.1_162	1545	1373.76	3348	1353.99
lcl|NC_005966.1_cds_WP_004930538.1_163	870	698.758	2335	1856.52
lcl|NC_005966.1_cds_WP_004930535.1_164	1395	1223.76	3337	1514.96
lcl|NC_005966.1_cds_WP_004930533.1_165	420	249.465	2026	4512.02
lcl|NC_005966.1_cds_WP_004930531.1_166	480	309.041	118	212.132
lcl|NC_005966.1_cds_WP_004930529.1_167	309	142.576	19	74.0369
lcl|NC_005966.1_cds_WP_004930522.1_168	885	713.758	76	59.1565
lcl|NC_005966.1_cds_WP_004930518.1_169	588	416.792	36	47.9869
lcl|NC_005966.1_cds_WP_004930515.1_170	546	374.82	77	114.132
lcl|NC_005966.1_cds_WP_227499414.1_171	756	584.758	48	45.6042
lcl|NC_005966.1_cds_WP_004930508.1_172	1215	1043.76	88	46.8406
lcl|NC_005966.1_cds_WP_004930505.1_173	675	503.758	127	140.062
lcl|NC_005966.1_cds_WP_004930502.1_174	912	740.758	68	51.0003
lcl|NC_005966.1_cds_WP_004930498.1_175	1182	1010.76	37	20.3374
lcl|NC_005966.1_cds_WP_004930495.1_176	651	479.758	24	27.7926
lcl|NC_005966.1_cds_WP_004930491.1_177	891	719.758	27	20.8409
lcl|NC_005966.1_cds_WP_004930489.1_178	621	449.792	12	14.8221
lcl|NC_005966.1_cds_WP_004930485.1_179	948	776.758	116	82.9683
lcl|NC_005966.1_cds_WP_004930483.1_180	1284	1112.76	44	21.9681
lcl|NC_005966.1_cds_WP_004930480.1_181	495	323.996	7	12.0033
lcl|NC_005966.1_cds_WP_011181993.1_182	1560	1388.76	42	16.8021
lcl|NC_005966.1_cds_WP_004930471.1_183	1107	935.758	34	20.1862
lcl|NC_005966.1_cds_WP_004930467.1_184	918	746.758	48	35.7109
lcl|NC_005966.1_cds_WP_004930465.1_185	573	401.792	158	218.472
lcl|NC_005966.1_cds_WP_004930462.1_186	1152	980.758	172	97.4331
lcl|NC_005966.1_cds_WP_004930460.1_187	1158	986.758	216	121.614
lcl|NC_005966.1_cds_WP_004930458.1_188	525	353.899	172	270.016
lcl|NC_005966.1_cds_WP_004930457.1_189	432	261.299	52	110.562
lcl|NC_005966.1_cds_WP_004930454.1_190	1989	1817.76	88	26.8959
lcl|NC_005966.1_cds_WP_004930451.1_191	291	126.484	13	57.1015
lcl|NC_005966.1_cds_WP_004930449.1_192	1206	1034.76	42	22.5502
lcl|NC_005966.1_cds_WP_004930445.1_193	594	422.792	11	14.4546
lcl|NC_005966.1_cds_WP_004920801.1_194	645	473.758	46	53.9437
lcl|NC_005966.1_cds_WP_004920798.1_195	2394	2222.76	509	127.223
lcl|NC_005966.1_cds_WP_004920795.1_196	519	347.899	30	47.908
lcl|NC_005966.1_cds_WP_004920793.1_197	354	184.898	34	102.161
lcl|NC_005966.1_cds_WP_004920792.1_198	1338	1166.76	257	122.375
lcl|NC_005966.1_cds_WP_004920790.1_199	1056	884.758	66	41.4438
lcl|NC_005966.1_cds_WP_026056903.1_200	762	590.758	52	48.9028
lcl|NC_005966.1_cds_WP_004920786.1_201	1392	1220.76	133	60.5288
lcl|NC_005966.1_cds_WP_004920783.1_202	618	446.792	283	351.901
lcl|NC_005966.1_cds_WP_004920782.1_203	1596	1424.76	1266	493.665
lcl|NC_005966.1_cds_WP_011182002.1_204	477	306.041	65	117.998
lcl|NC_005966.1_cds_WP_004920778.1_205	645	473.758	72	84.4337
lcl|NC_005966.1_cds_WP_004920776.1_206	1320	1148.76	143	69.1588
lcl|NC_005966.1_cds_WP_004920774.1_207	2217	2045.76	320	86.9032
lcl|NC_005966.1_cds_WP_004920772.1_208	1680	1508.76	488	179.697
lcl|NC_005966.1_cds_WP_004920770.1_209	381	211.229	17	44.7132
lcl|NC_005966.1_cds_WP_004920768.1_210	399	228.86	81	196.632
lcl|NC_005966.1_cds_WP_004920767.1_211	528	356.899	212	330.012
lcl|NC_005966.1_cds_WP_004920766.1_212	1302	1130.76	348	170.982
lcl|NC_005966.1_cds_WP_004920764.1_213	825	653.758	25	21.2453
lcl|NC_005966.1_cds_WP_004920762.1_214	1488	1316.76	310	130.796
lcl|NC_005966.1_cds_WP_026056902.1_215	228	73.5116	18	136.037
lcl|NC_005966.1_cds_WP_004281042.1_216	339	170.565	389	1267.07
lcl|NC_005966.1_cds_WP_004920758.1_217	1401	1229.76	919	415.179
lcl|NC_005966.1_cds_WP_004920757.1_218	480	309.041	114	204.941
lcl|NC_005966.1_cds_WP_011182005.1_219	1089	917.758	266	161.025
lcl|NC_005966.1_cds_WP_004920754.1_220	1296	1124.76	326	161.027
lcl|NC_005966.1_cds_WP_004920751.1_221	660	488.758	356	404.665
lcl|NC_005966.1_cds_WP_004920749.1_222	219	66.9386	9	74.6975
lcl|NC_005966.1_cds_WP_004920746.1_223	633	461.792	81	97.4492
lcl|NC_005966.1_cds_WP_004920744.1_224	408	237.692	28	65.446
lcl|NC_005966.1_cds_WP_004920741.1_225	1449	1277.76	250	108.7
lcl|NC_005966.1_cds_WP_004920738.1_226	1101	929.758	346	206.75
lcl|NC_005966.1_cds_WP_004920734.1_227	1071	899.758	473	292.062
lcl|NC_005966.1_cds_WP_004920731.1_228	1548	1376.76	495	199.75
lcl|NC_005966.1_cds_WP_004920728.1_229	1182	1010.76	184	101.137
lcl|NC_005966.1_cds_WP_004920725.1_230	1416	1244.76	119	53.1131
lcl|NC_005966.1_cds_WP_004920722.1_231	1578	1406.76	102	40.2829
lcl|NC_005966.1_cds_WP_004920720.1_232	636	464.792	252	301.219
lcl|NC_005966.1_cds_WP_004920717.1_233	1059	887.758	586	366.727
lcl|NC_005966.1_cds_WP_004920712.1_234	1140	968.758	481	275.848
lcl|NC_005966.1_cds_WP_004920709.1_235	1302	1130.76	979	481.009
lcl|NC_005966.1_cds_WP_004920707.1_236	813	641.758	167	144.572
lcl|NC_005966.1_cds_WP_004920706.1_237	918	746.758	56	41.6628
lcl|NC_005966.1_cds_WP_004920704.1_238	264	102.601	43	232.839
lcl|NC_005966.1_cds_WP_004920702.1_239	1854	1682.76	415	137.014
lcl|NC_005966.1_cds_WP_004920700.1_240	252	92.5976	27	161.996
lcl|NC_005966.1_cds_WP_004920697.1_241	1347	1175.76	291	137.504
lcl|NC_005966.1_cds_WP_004920693.1_242	1197	1025.76	287	155.445
lcl|NC_005966.1_cds_WP_004920691.1_243	879	707.758	109	85.5621
lcl|NC_005966.1_cds_WP_004920689.1_244	531	359.899	240	370.485
lcl|NC_005966.1_cds_WP_026056900.1_245	813	641.758	41	35.4938
lcl|NC_005966.1_cds_WP_004920680.1_246	621	449.792	34	41.9959
lcl|NC_005966.1_cds_WP_004920677.1_247	1896	1724.76	118	38.0096
lcl|NC_005966.1_cds_WP_004920672.1_248	1368	1196.76	68	31.5677
lcl|NC_005966.1_cds_WP_004920667.1_249	726	554.758	76	76.1114
lcl|NC_005966.1_cds_WP_004920664.1_250	273	110.414	16	80.5076
lcl|NC_005966.1_cds_WP_011182010.1_251	1434	1262.76	210	92.393
lcl|NC_005966.1_cds_WP_004920658.1_252	1152	980.758	66	37.3871
lcl|NC_005966.1_cds_WP_004920654.1_253	741	569.758	90	87.759
lcl|NC_005966.1_cds_WP_004920652.1_254	921	749.758	242	179.322
lcl|NC_005966.1_cds_WP_004920650.1_255	771	599.758	100	92.6326
lcl|NC_005966.1_cds_WP_227499415.1_256	765	593.758	83	77.662
lcl|NC_005966.1_cds_WP_004920644.1_257	1194	1022.76	114	61.9258
lcl|NC_005966.1_cds_WP_004920640.1_258	441	270.223	37	76.0711
lcl|NC_005966.1_cds_WP_004920639.1_259	327	159.173	208	725.997
lcl|NC_005966.1_cds_WP_004920637.1_260	744	572.758	184	178.479
lcl|NC_005966.1_cds_WP_004920634.1_261	846	674.758	258	212.428
lcl|NC_005966.1_cds_WP_004920631.1_262	2319	2147.76	584	151.066
lcl|NC_005966.1_cds_WP_004920630.1_263	654	482.758	192	220.959
lcl|NC_005966.1_cds_WP_004920627.1_264	666	494.758	133	149.348
lcl|NC_005966.1_cds_WP_011182014.1_265	1494	1322.76	279	117.183
lcl|NC_005966.1_cds_WP_004922118.1_266	1191	1019.76	3284.35	1789.34
lcl|NC_005966.1_cds_WP_004920616.1_267	441	270.223	955	1963.46
lcl|NC_005966.1_cds_WP_011182015.1_268	534	362.873	1927	2950.3
lcl|NC_005966.1_cds_WP_004637639.1_269	429	258.356	909	1954.73
lcl|NC_005966.1_cds_WP_011182016.1_270	696	524.758	2691	2849.01
lcl|NC_005966.1_cds_WP_026056992.1_271	507	335.972	1466	2424.21
lcl|NC_005966.1_cds_WP_011182018.1_272	366	196.539	460	1300.32
lcl|NC_005966.1_cds_WP_011182019.1_273	4089	3917.76	4254	603.254
lcl|NC_005966.1_cds_WP_026056991.1_274	4194	4022.76	3976	549.114
lcl|NC_005966.1_cds_WP_004920598.1_275	357	187.776	215	636.118
lcl|NC_005966.1_cds_WP_004920596.1_276	486	314.996	33	58.2035
lcl|NC_005966.1_cds_WP_004920594.1_277	876	704.758	64	50.4522
lcl|NC_005966.1_cds_WP_004920591.1_278	1422	1250.76	174	77.2887
lcl|NC_005966.1_cds_WP_004920588.1_279	627	455.792	5917	7212.31
lcl|NC_005966.1_cds_WP_004920584.1_280	351	182.004	34	103.786
lcl|NC_005966.1_cds_WP_004920581.1_281	1923	1751.76	3914	1241.33
lcl|NC_005966.1_cds_WP_004920577.1_282	846	674.758	41	33.7579
lcl|NC_005966.1_cds_WP_004920575.1_283	711	539.758	9	9.26367
lcl|NC_005966.1_cds_WP_004920571.1_284	1299	1127.76	34	16.7495
lcl|NC_005966.1_cds_WP_099046170.1_285	1161	989.758	17	9.54245
lcl|NC_005966.1_cds_WP_041839112.1_286	891	719.758	101	77.9605
lcl|NC_005966.1_cds_WP_004920565.1_287	1185	1013.76	86	47.1307
lcl|NC_005966.1_cds_WP_004920562.1_288	231	75.9004	12	87.837
lcl|NC_005966.1_cds_WP_004920558.1_289	228	73.5116	5	37.788
lcl|NC_005966.1_cds_WP_004920556.1_290	708	536.758	253	261.868
lcl|NC_005966.1_cds_WP_004920551.1_291	759	587.758	23	21.7405
lcl|NC_005966.1_cds_WP_004920545.1_292	495	323.996	11	18.8623
lcl|NC_005966.1_cds_WP_004920543.1_293	1173	1001.76	364	201.873
lcl|NC_005966.1_cds_WP_004920538.1_294	2154	1982.76	621	174.005
lcl|NC_005966.1_cds_WP_026056989.1_295	984	812.758	92	62.8878
lcl|NC_005966.1_cds_WP_004920532.1_296	915	743.758	260	194.214
lcl|NC_005966.1_cds_WP_004920529.1_297	558	386.82	20	28.7251
lcl|NC_005966.1_cds_WP_004920527.1_298	1800	1628.76	443	151.108
lcl|NC_005966.1_cds_WP_004920524.1_299	792	620.758	206	184.368
lcl|NC_005966.1_cds_WP_004920522.1_300	588	416.792	138	183.95
lcl|NC_005966.1_cds_WP_004920520.1_301	861	689.758	109	87.795
lcl|NC_005966.1_cds_WP_004920517.1_302	609	437.792	35	44.4161
lcl|NC_005966.1_cds_WP_004920515.1_303	783	611.758	50	45.4078
lcl|NC_005966.1_cds_WP_004920513.1_304	2100	1928.76	101	29.0927
lcl|NC_005966.1_cds_WP_004920510.1_305	210	60.5097	7	64.2707
lcl|NC_005966.1_cds_WP_004920508.1_306	1017	845.758	53	34.8153
lcl|NC_005966.1_cds_WP_004920504.1_307	444	273.203	51	103.711
lcl|NC_005966.1_cds_WP_004920502.1_308	555	383.82	197	285.153
lcl|NC_005966.1_cds_WP_004920499.1_309	1662	1490.76	144	53.6655
lcl|NC_005966.1_cds_WP_004920495.1_310	1308	1136.76	140	68.4227
lcl|NC_005966.1_cds_WP_004920494.1_311	327	159.173	171	596.854
lcl|NC_005966.1_cds_WP_004920490.1_312	747	575.758	98	94.564
lcl|NC_005966.1_cds_WP_004920488.1_313	918	746.758	117	87.0454
lcl|NC_005966.1_cds_WP_004920482.1_314	588	416.792	254	338.574
lcl|NC_005966.1_cds_WP_004920478.1_315	861	689.758	152	122.43
lcl|NC_005966.1_cds_WP_004920476.1_316	1227	1055.76	243	127.874
lcl|NC_005966.1_cds_WP_004920473.1_317	1713	1541.76	219	78.9165
lcl|NC_005966.1_cds_WP_004920470.1_318	798	626.758	293	259.721
lcl|NC_005966.1_cds_WP_004920467.1_319	330	161.938	48	164.677
lcl|NC_005966.1_cds_WP_004920465.1_320	525	353.899	666	1045.53
lcl|NC_005966.1_cds_WP_004920463.1_321	1485	1313.76	1174	496.47
lcl|NC_005966.1_cds_WP_004920460.1_322	2700	2528.76	3163	694.915
lcl|NC_005966.1_cds_WP_004920457.1_323	402	231.777	468	1121.8
lcl|NC_005966.1_cds_WP_004920455.1_324	417	246.5	86	193.83
lcl|NC_005966.1_cds_WP_004920452.1_325	276	113	12	58.9988
lcl|NC_005966.1_cds_WP_004920448.1_326	528	356.899	48	74.7198
lcl|NC_005966.1_cds_WP_004920446.1_327	1809	1637.76	280	94.9835
lcl|NC_005966.1_cds_WP_004920442.1_328	369	199.525	35	97.4565
lcl|NC_005966.1_cds_WP_004920441.1_329	2850	2678.76	500	103.699
lcl|NC_005966.1_cds_WP_004920437.1_330	1368	1196.76	299	138.805
lcl|NC_005966.1_cds_WP_004920436.1_331	1503	1331.76	248	103.459
lcl|NC_005966.1_cds_WP_004920433.1_332	774	602.758	363	334.583
lcl|NC_005966.1_cds_WP_004920429.1_333	1272	1100.76	120	60.5661
lcl|NC_005966.1_cds_WP_004920426.1_334	1620	1448.76	259	99.3216
lcl|NC_005966.1_cds_WP_004920425.1_335	666	494.758	87	97.6936
lcl|NC_005966.1_cds_WP_004920423.1_336	945	773.758	488	350.392
lcl|NC_005966.1_cds_WP_004920421.1_337	714	542.758	21	21.4958
lcl|NC_005966.1_cds_WP_004920420.1_338	582	410.792	1461	1975.91
lcl|NC_005966.1_cds_WP_004920417.1_339	708	536.758	565	584.803
lcl|NC_005966.1_cds_WP_004920414.1_340	2553	2381.76	753	175.646
lcl|NC_005966.1_cds_WP_004920412.1_341	1050	878.758	195	123.284
lcl|NC_005966.1_cds_WP_004920409.1_342	1425	1253.76	100	44.3125
lcl|NC_005966.1_cds_WP_004920407.1_343	1320	1148.76	121	58.519
lcl|NC_005966.1_cds_WP_004920405.1_344	504	332.972	72	120.134
lcl|NC_005966.1_cds_WP_004920403.1_345	3666	3494.76	262	41.6509
lcl|NC_005966.1_cds_WP_004920400.1_346	3705	3533.76	248	38.9902
lcl|NC_005966.1_cds_WP_004920398.1_347	1779	1607.76	121	41.8124
lcl|NC_005966.1_cds_WP_004920394.1_348	1299	1127.76	34	16.7495
lcl|NC_005966.1_cds_WP_004920392.1_349	270	107.695	916	4725.42
lcl|NC_005966.1_cds_WP_171056895.1_350	2088	1916.76	1208	350.138
lcl|NC_005966.1_cds_WP_026056988.1_351	1224	1052.76	106	55.9393
lcl|NC_005966.1_cds_WP_004920383.1_352	381	211.229	35	92.0565
lcl|NC_005966.1_cds_WP_004920380.1_353	324	156.357	114	405.068
lcl|NC_005966.1_cds_WP_004920377.1_354	942	770.758	461	332.294
lcl|NC_005966.1_cds_WP_004920374.1_355	876	704.758	528	416.23
